year,city,region,expend,amount
2005,熊本市,九州・沖縄,住居,348904 
2005,佐賀市,九州・沖縄,住居,248145 
2005,鹿児島市,九州・沖縄,住居,272013 
2005,大分市,九州・沖縄,住居,198311 
2005,長崎市,九州・沖縄,住居,204040 
2005,那覇市,九州・沖縄,住居,274058 
2005,福岡市,九州・沖縄,住居,312993 
2005,岡山市,中国・四国,住居,308772 
2005,広島市,中国・四国,住居,272049 
2005,高松市,中国・四国,住居,279966 
2005,高知市,中国・四国,住居,249066 
2005,山口市,中国・四国,住居,231384 
2005,松江市,中国・四国,住居,283121 
2005,松山市,中国・四国,住居,149424 
2005,鳥取市,中国・四国,住居,252085 
2005,徳島市,中国・四国,住居,221938 
2005,岐阜市,中部・北陸,住居,267967 
2005,金沢市,中部・北陸,住居,176974 
2005,静岡市,中部・北陸,住居,237576 
2005,津市,中部・北陸,住居,156959 
2005,富山市,中部・北陸,住居,210816 
2005,福井市,中部・北陸,住居,141374 
2005,名古屋市,中部・北陸,住居,198101 
2005,札幌市,北海道・東北,住居,392417 
2005,山形市,北海道・東北,住居,225523 
2005,秋田市,北海道・東北,住居,258860 
2005,盛岡市,北海道・東北,住居,155861 
2005,青森市,北海道・東北,住居,130671 
2005,仙台市,北海道・東北,住居,298160 
2005,福島市,北海道・東北,住居,186973 
2005,さいたま市,関東甲信越,食料,1065290 
2005,宇都宮市,関東甲信越,食料,926310 
2005,横浜市,関東甲信越,食料,984719 
2005,甲府市,関東甲信越,食料,924890 
2005,新潟市,関東甲信越,食料,926690 
2005,水戸市,関東甲信越,食料,860222 
2005,千葉市,関東甲信越,食料,912378 
2005,前橋市,関東甲信越,食料,887796 
2005,長野市,関東甲信越,食料,848659 
2005,東京都区部,関東甲信越,食料,1004307 
2005,京都市,近畿,食料,943797 
2005,神戸市,近畿,食料,925950 
2005,大阪市,近畿,食料,865575 
2005,大津市,近畿,食料,938615 
2005,奈良市,近畿,食料,975631 
2005,和歌山市,近畿,食料,846859 
2005,宮崎市,九州・沖縄,食料,807017 
2005,熊本市,九州・沖縄,食料,839438 
2005,佐賀市,九州・沖縄,食料,891565 
2005,鹿児島市,九州・沖縄,食料,824579 
2005,大分市,九州・沖縄,食料,809123 
2005,長崎市,九州・沖縄,食料,806299 
2005,那覇市,九州・沖縄,食料,705773 
2005,福岡市,九州・沖縄,食料,902793 
2005,岡山市,中国・四国,食料,858004 
2005,広島市,中国・四国,食料,932105 
2005,高松市,中国・四国,食料,866316 
2005,高知市,中国・四国,食料,841444 
2005,山口市,中国・四国,食料,881385 
2005,松江市,中国・四国,食料,929520 
2005,松山市,中国・四国,食料,840265 
2005,鳥取市,中国・四国,食料,856326 
2005,徳島市,中国・四国,食料,946232 
2005,岐阜市,中部・北陸,食料,947014 
2005,金沢市,中部・北陸,食料,1028824 
2005,静岡市,中部・北陸,食料,913948 
2005,津市,中部・北陸,食料,856746 
2005,富山市,中部・北陸,食料,1002827 
2005,福井市,中部・北陸,食料,890674 
2005,名古屋市,中部・北陸,食料,909779 
2005,札幌市,北海道・東北,食料,789563 
2005,山形市,北海道・東北,食料,937845 
2005,秋田市,北海道・東北,食料,880567 
2005,盛岡市,北海道・東北,食料,915367 
2005,青森市,北海道・東北,食料,866778 
2005,仙台市,北海道・東北,食料,921729 
2005,福島市,北海道・東北,食料,891458 
2005,さいたま市,関東甲信越,貯蓄,1972000 
2005,宇都宮市,関東甲信越,貯蓄,1903000 
2005,横浜市,関東甲信越,貯蓄,2056000 
2005,甲府市,関東甲信越,貯蓄,1349000 
2005,新潟市,関東甲信越,貯蓄,1584000 
2005,水戸市,関東甲信越,貯蓄,1709000 
2005,千葉市,関東甲信越,貯蓄,1678000 
2005,前橋市,関東甲信越,貯蓄,1600000 
2005,長野市,関東甲信越,貯蓄,1825000 
2005,東京都区部,関東甲信越,貯蓄,2083000 
2005,京都市,近畿,貯蓄,1711000 
2005,神戸市,近畿,貯蓄,2036000 
2005,大阪市,近畿,貯蓄,1700000 
2005,大津市,近畿,貯蓄,1804000 
2005,奈良市,近畿,貯蓄,2285000 
2005,和歌山市,近畿,貯蓄,2082000 
2005,宮崎市,九州・沖縄,貯蓄,1051000 
2005,熊本市,九州・沖縄,貯蓄,1356000 
2005,佐賀市,九州・沖縄,貯蓄,1628000 
2005,鹿児島市,九州・沖縄,貯蓄,1292000 
2005,大分市,九州・沖縄,貯蓄,1109000 
2005,長崎市,九州・沖縄,貯蓄,1152000 
2005,那覇市,九州・沖縄,貯蓄,524000 
2005,福岡市,九州・沖縄,貯蓄,1887000 
2005,岡山市,中国・四国,貯蓄,2439000 
2005,広島市,中国・四国,貯蓄,1537000 
2005,高松市,中国・四国,貯蓄,1878000 
2005,高知市,中国・四国,貯蓄,1362000 
2005,山口市,中国・四国,貯蓄,1495000 
2005,松江市,中国・四国,貯蓄,1323000 
2005,松山市,中国・四国,貯蓄,1645000 
2005,鳥取市,中国・四国,貯蓄,1652000 
2005,徳島市,中国・四国,貯蓄,1986000 
2005,岐阜市,中部・北陸,貯蓄,2057000 
2005,金沢市,中部・北陸,貯蓄,1882000 
2005,静岡市,中部・北陸,貯蓄,1429000 
2005,津市,中部・北陸,貯蓄,2140000 
2005,富山市,中部・北陸,貯蓄,1332000 
2005,福井市,中部・北陸,貯蓄,1998000 
2005,名古屋市,中部・北陸,貯蓄,1981000 
2005,札幌市,北海道・東北,貯蓄,1371000 
2005,山形市,北海道・東北,貯蓄,1283000 
2005,秋田市,北海道・東北,貯蓄,1256000 
2005,盛岡市,北海道・東北,貯蓄,1383000 
2005,青森市,北海道・東北,貯蓄,1125000 
2005,仙台市,北海道・東北,貯蓄,1758000 
2005,福島市,北海道・東北,貯蓄,1422000 
2005,さいたま市,関東甲信越,通信,153098 
2005,宇都宮市,関東甲信越,通信,134553 
2005,横浜市,関東甲信越,通信,145304 
2005,甲府市,関東甲信越,通信,147322 
2005,新潟市,関東甲信越,通信,113015 
2005,水戸市,関東甲信越,通信,140781 
2005,千葉市,関東甲信越,通信,125324 
2005,前橋市,関東甲信越,通信,114147 
2005,長野市,関東甲信越,通信,150072 
2005,東京都区部,関東甲信越,通信,131847 
2005,京都市,近畿,通信,108548 
2005,神戸市,近畿,通信,96626 
2005,大阪市,近畿,通信,115764 
2005,大津市,近畿,通信,138041 
2005,奈良市,近畿,通信,146537 
2005,和歌山市,近畿,通信,112623 
2005,宮崎市,九州・沖縄,通信,149690 
2005,熊本市,九州・沖縄,通信,159824 
2005,佐賀市,九州・沖縄,通信,149631 
2005,鹿児島市,九州・沖縄,通信,156002 
2005,大分市,九州・沖縄,通信,154414 
2005,長崎市,九州・沖縄,通信,117132 
2005,那覇市,九州・沖縄,通信,121871 
2005,福岡市,九州・沖縄,通信,144160 
2005,岡山市,中国・四国,通信,138892 
2005,広島市,中国・四国,通信,144003 
2005,高松市,中国・四国,通信,136214 
2005,高知市,中国・四国,通信,152764 
2005,山口市,中国・四国,通信,151080 
2005,松江市,中国・四国,通信,165111 
2005,松山市,中国・四国,通信,141249 
2005,鳥取市,中国・四国,通信,120815 
2005,徳島市,中国・四国,通信,151783 
2005,岐阜市,中部・北陸,通信,122032 
2005,金沢市,中部・北陸,通信,170161 
2005,静岡市,中部・北陸,通信,136725 
2005,津市,中部・北陸,通信,114667 
2005,富山市,中部・北陸,通信,151098 
2005,福井市,中部・北陸,通信,154283 
2005,名古屋市,中部・北陸,通信,126985 
2005,札幌市,北海道・東北,通信,140353 
2005,山形市,北海道・東北,通信,149819 
2005,秋田市,北海道・東北,通信,141899 
2005,盛岡市,北海道・東北,通信,128753 
2005,青森市,北海道・東北,通信,119784 
2005,仙台市,北海道・東北,通信,123195 
2005,福島市,北海道・東北,通信,155805 
2005,さいたま市,関東甲信越,被服及び履物,227856 
2005,宇都宮市,関東甲信越,被服及び履物,189903 
2005,横浜市,関東甲信越,被服及び履物,210743 
2005,甲府市,関東甲信越,被服及び履物,164252 
2005,新潟市,関東甲信越,被服及び履物,151998 
2005,水戸市,関東甲信越,被服及び履物,169059 
2005,千葉市,関東甲信越,被服及び履物,195635 
2005,前橋市,関東甲信越,被服及び履物,167890 
2005,長野市,関東甲信越,被服及び履物,188631 
2005,東京都区部,関東甲信越,被服及び履物,209885 
2005,京都市,近畿,被服及び履物,143599 
2005,神戸市,近畿,被服及び履物,182287 
2005,大阪市,近畿,被服及び履物,138329 
2005,大津市,近畿,被服及び履物,164025 
2005,奈良市,近畿,被服及び履物,205833 
2005,和歌山市,近畿,被服及び履物,145482 
2005,宮崎市,九州・沖縄,被服及び履物,170398 
2005,熊本市,九州・沖縄,被服及び履物,185263 
2005,佐賀市,九州・沖縄,被服及び履物,169621 
2005,鹿児島市,九州・沖縄,被服及び履物,171842 
2005,大分市,九州・沖縄,被服及び履物,161195 
2005,長崎市,九州・沖縄,被服及び履物,139840 
2005,那覇市,九州・沖縄,被服及び履物,93817 
2005,福岡市,九州・沖縄,被服及び履物,205513 
2005,岡山市,中国・四国,被服及び履物,188099 
2005,広島市,中国・四国,被服及び履物,186820 
2005,高松市,中国・四国,被服及び履物,187626 
2005,高知市,中国・四国,被服及び履物,142448 
2005,山口市,中国・四国,被服及び履物,181802 
2005,松江市,中国・四国,被服及び履物,176141 
2005,松山市,中国・四国,被服及び履物,174317 
2005,鳥取市,中国・四国,被服及び履物,130904 
2005,徳島市,中国・四国,被服及び履物,198740 
2005,岐阜市,中部・北陸,被服及び履物,215990 
2005,金沢市,中部・北陸,被服及び履物,207774 
2005,静岡市,中部・北陸,被服及び履物,166019 
2005,津市,中部・北陸,被服及び履物,160459 
2005,富山市,中部・北陸,被服及び履物,176110 
2005,福井市,中部・北陸,被服及び履物,168852 
2005,名古屋市,中部・北陸,被服及び履物,165907 
2005,札幌市,北海道・東北,被服及び履物,170525 
2005,山形市,北海道・東北,被服及び履物,171264 
2005,秋田市,北海道・東北,被服及び履物,180468 
2005,盛岡市,北海道・東北,被服及び履物,186135 
2005,青森市,北海道・東北,被服及び履物,127985 
2005,仙台市,北海道・東北,被服及び履物,180593 
2005,福島市,北海道・東北,被服及び履物,170151 
2005,さいたま市,関東甲信越,負債,739000 
2005,宇都宮市,関東甲信越,負債,714000 
2005,横浜市,関東甲信越,負債,714000 
2005,甲府市,関東甲信越,負債,523000 
2005,新潟市,関東甲信越,負債,444000 
2005,水戸市,関東甲信越,負債,596000 
2005,千葉市,関東甲信越,負債,612000 
2005,前橋市,関東甲信越,負債,379000 
2005,長野市,関東甲信越,負債,404000 
2005,東京都区部,関東甲信越,負債,628000 
2005,京都市,近畿,負債,582000 
2005,神戸市,近畿,負債,342000 
2005,大阪市,近畿,負債,593000 
2005,大津市,近畿,負債,627000 
2005,奈良市,近畿,負債,478000 
2005,和歌山市,近畿,負債,337000 
2005,宮崎市,九州・沖縄,負債,716000 
2005,熊本市,九州・沖縄,負債,404000 
2005,佐賀市,九州・沖縄,負債,348000 
2005,鹿児島市,九州・沖縄,負債,591000 
2005,大分市,九州・沖縄,負債,397000 
2005,長崎市,九州・沖縄,負債,257000 
2005,那覇市,九州・沖縄,負債,362000 
2005,福岡市,九州・沖縄,負債,452000 
2005,岡山市,中国・四国,負債,377000 
2005,広島市,中国・四国,負債,513000 
2005,高松市,中国・四国,負債,508000 
2005,高知市,中国・四国,負債,415000 
2005,山口市,中国・四国,負債,569000 
2005,松江市,中国・四国,負債,482000 
2005,松山市,中国・四国,負債,460000 
2005,鳥取市,中国・四国,負債,417000 
2005,徳島市,中国・四国,負債,452000 
2005,岐阜市,中部・北陸,負債,446000 
2005,金沢市,中部・北陸,負債,460000 
2005,静岡市,中部・北陸,負債,456000 
2005,津市,中部・北陸,負債,412000 
2005,富山市,中部・北陸,負債,428000 
2005,福井市,中部・北陸,負債,327000 
2005,名古屋市,中部・北陸,負債,508000 
2005,札幌市,北海道・東北,負債,314000 
2005,山形市,北海道・東北,負債,644000 
2005,秋田市,北海道・東北,負債,402000 
2005,盛岡市,北海道・東北,負債,527000 
2005,青森市,北海道・東北,負債,304000 
2005,仙台市,北海道・東北,負債,456000 
2005,福島市,北海道・東北,負債,393000 
2005,さいたま市,関東甲信越,保健医療,180464 
2005,宇都宮市,関東甲信越,保健医療,179761 
2005,横浜市,関東甲信越,保健医療,186590 
2005,甲府市,関東甲信越,保健医療,144036 
2005,新潟市,関東甲信越,保健医療,151978 
2005,水戸市,関東甲信越,保健医療,146746 
2005,千葉市,関東甲信越,保健医療,164534 
2005,前橋市,関東甲信越,保健医療,165708 
2005,長野市,関東甲信越,保健医療,135427 
2005,東京都区部,関東甲信越,保健医療,168621 
2005,京都市,近畿,保健医療,145528 
2005,神戸市,近畿,保健医療,157478 
2005,大阪市,近畿,保健医療,143408 
2005,大津市,近畿,保健医療,146332 
2005,奈良市,近畿,保健医療,169435 
2005,和歌山市,近畿,保健医療,145558 
2005,宮崎市,九州・沖縄,保健医療,131179 
2005,熊本市,九州・沖縄,保健医療,157350 
2005,佐賀市,九州・沖縄,保健医療,177903 
2005,鹿児島市,九州・沖縄,保健医療,147654 
2005,大分市,九州・沖縄,保健医療,137824 
2005,長崎市,九州・沖縄,保健医療,116008 
2005,那覇市,九州・沖縄,保健医療,105890 
2005,福岡市,九州・沖縄,保健医療,147006 
2005,岡山市,中国・四国,保健医療,202071 
2005,広島市,中国・四国,保健医療,151603 
2005,高松市,中国・四国,保健医療,180212 
2005,高知市,中国・四国,保健医療,116300 
2005,山口市,中国・四国,保健医療,162664 
2005,松江市,中国・四国,保健医療,161366 
2005,松山市,中国・四国,保健医療,158552 
2005,鳥取市,中国・四国,保健医療,144210 
2005,徳島市,中国・四国,保健医療,172758 
2005,岐阜市,中部・北陸,保健医療,162455 
2005,金沢市,中部・北陸,保健医療,152692 
2005,静岡市,中部・北陸,保健医療,182327 
2005,津市,中部・北陸,保健医療,164926 
2005,富山市,中部・北陸,保健医療,150587 
2005,福井市,中部・北陸,保健医療,149472 
2005,名古屋市,中部・北陸,保健医療,145986 
2005,札幌市,北海道・東北,保健医療,160599 
2005,山形市,北海道・東北,保健医療,165782 
2005,秋田市,北海道・東北,保健医療,140487 
2005,盛岡市,北海道・東北,保健医療,165085 
2005,青森市,北海道・東北,保健医療,120784 
2005,仙台市,北海道・東北,保健医療,181070 
2005,福島市,北海道・東北,保健医療,144573 
2006,さいたま市,関東甲信越,その他の消費支出,731810 
2006,宇都宮市,関東甲信越,その他の消費支出,845990 
2006,横浜市,関東甲信越,その他の消費支出,680453 
2006,甲府市,関東甲信越,その他の消費支出,755447 
2006,新潟市,関東甲信越,その他の消費支出,746148 
2006,水戸市,関東甲信越,その他の消費支出,764861 
2006,千葉市,関東甲信越,その他の消費支出,654549 
2006,前橋市,関東甲信越,その他の消費支出,804674 
2006,長野市,関東甲信越,その他の消費支出,856709 
2006,東京都区部,関東甲信越,その他の消費支出,717322 
2006,京都市,近畿,その他の消費支出,599988 
2006,神戸市,近畿,その他の消費支出,570498 
2006,大阪市,近畿,その他の消費支出,582920 
2006,大津市,近畿,その他の消費支出,762426 
2006,奈良市,近畿,その他の消費支出,661229 
2006,和歌山市,近畿,その他の消費支出,572451 
2006,宮崎市,九州・沖縄,その他の消費支出,588925 
2006,熊本市,九州・沖縄,その他の消費支出,625944 
2006,佐賀市,九州・沖縄,その他の消費支出,932994 
2006,鹿児島市,九州・沖縄,その他の消費支出,755239 
2006,大分市,九州・沖縄,その他の消費支出,865822 
2006,長崎市,九州・沖縄,その他の消費支出,624140 
2006,那覇市,九州・沖縄,その他の消費支出,442214 
2006,福岡市,九州・沖縄,その他の消費支出,740375 
2006,岡山市,中国・四国,その他の消費支出,874496 
2006,広島市,中国・四国,その他の消費支出,842439 
2006,高松市,中国・四国,その他の消費支出,845328 
2006,高知市,中国・四国,その他の消費支出,849955 
2006,山口市,中国・四国,その他の消費支出,913062 
2006,松江市,中国・四国,その他の消費支出,811107 
2006,松山市,中国・四国,その他の消費支出,701635 
2006,鳥取市,中国・四国,その他の消費支出,683020 
2006,徳島市,中国・四国,その他の消費支出,851940 
2006,岐阜市,中部・北陸,その他の消費支出,719062 
2006,金沢市,中部・北陸,その他の消費支出,1074341 
2006,静岡市,中部・北陸,その他の消費支出,678962 
2006,津市,中部・北陸,その他の消費支出,765473 
2006,富山市,中部・北陸,その他の消費支出,1374657 
2006,福井市,中部・北陸,その他の消費支出,918331 
2006,名古屋市,中部・北陸,その他の消費支出,552980 
2006,札幌市,北海道・東北,その他の消費支出,666264 
2006,山形市,北海道・東北,その他の消費支出,781908 
2006,秋田市,北海道・東北,その他の消費支出,975217 
2006,盛岡市,北海道・東北,その他の消費支出,762434 
2006,青森市,北海道・東北,その他の消費支出,655770 
2006,仙台市,北海道・東北,その他の消費支出,683930 
2006,福島市,北海道・東北,その他の消費支出,770870 
2006,さいたま市,関東甲信越,家具・家事用品,129663 
2006,宇都宮市,関東甲信越,家具・家事用品,127066 
2006,横浜市,関東甲信越,家具・家事用品,123172 
2006,甲府市,関東甲信越,家具・家事用品,120149 
2006,新潟市,関東甲信越,家具・家事用品,103247 
2006,水戸市,関東甲信越,家具・家事用品,107976 
2006,千葉市,関東甲信越,家具・家事用品,101565 
2006,前橋市,関東甲信越,家具・家事用品,102865 
2006,長野市,関東甲信越,家具・家事用品,148873 
2006,東京都区部,関東甲信越,家具・家事用品,134289 
2006,京都市,近畿,家具・家事用品,100696 
2006,神戸市,近畿,家具・家事用品,94840 
2006,大阪市,近畿,家具・家事用品,96333 
2006,大津市,近畿,家具・家事用品,127312 
2006,奈良市,近畿,家具・家事用品,137130 
2006,和歌山市,近畿,家具・家事用品,107946 
2006,宮崎市,九州・沖縄,家具・家事用品,111222 
2006,熊本市,九州・沖縄,家具・家事用品,99440 
2006,佐賀市,九州・沖縄,家具・家事用品,139129 
2006,鹿児島市,九州・沖縄,家具・家事用品,123934 
2006,大分市,九州・沖縄,家具・家事用品,121168 
2006,長崎市,九州・沖縄,家具・家事用品,107984 
2006,那覇市,九州・沖縄,家具・家事用品,81781 
2006,福岡市,九州・沖縄,家具・家事用品,134318 
2006,岡山市,中国・四国,家具・家事用品,136981 
2006,広島市,中国・四国,家具・家事用品,158946 
2006,高松市,中国・四国,家具・家事用品,125145 
2006,高知市,中国・四国,家具・家事用品,115828 
2006,山口市,中国・四国,家具・家事用品,129925 
2006,松江市,中国・四国,家具・家事用品,144868 
2006,松山市,中国・四国,家具・家事用品,127039 
2006,鳥取市,中国・四国,家具・家事用品,106301 
2006,徳島市,中国・四国,家具・家事用品,127959 
2006,岐阜市,中部・北陸,家具・家事用品,103351 
2006,金沢市,中部・北陸,家具・家事用品,147186 
2006,静岡市,中部・北陸,家具・家事用品,94597 
2006,津市,中部・北陸,家具・家事用品,131962 
2006,富山市,中部・北陸,家具・家事用品,123313 
2006,福井市,中部・北陸,家具・家事用品,121602 
2006,名古屋市,中部・北陸,家具・家事用品,107245 
2006,札幌市,北海道・東北,家具・家事用品,94268 
2006,山形市,北海道・東北,家具・家事用品,119353 
2006,秋田市,北海道・東北,家具・家事用品,115490 
2006,盛岡市,北海道・東北,家具・家事用品,109536 
2006,青森市,北海道・東北,家具・家事用品,121366 
2006,仙台市,北海道・東北,家具・家事用品,110334 
2006,福島市,北海道・東北,家具・家事用品,108132 
2006,さいたま市,関東甲信越,教育,325168 
2006,宇都宮市,関東甲信越,教育,128562 
2006,横浜市,関東甲信越,教育,224756 
2006,甲府市,関東甲信越,教育,137887 
2006,新潟市,関東甲信越,教育,119781 
2006,水戸市,関東甲信越,教育,160100 
2006,千葉市,関東甲信越,教育,195368 
2006,前橋市,関東甲信越,教育,134798 
2006,長野市,関東甲信越,教育,86073 
2006,東京都区部,関東甲信越,教育,223459 
2006,京都市,近畿,教育,125496 
2006,神戸市,近畿,教育,140953 
2006,大阪市,近畿,教育,189363 
2006,大津市,近畿,教育,147976 
2006,奈良市,近畿,教育,160137 
2006,和歌山市,近畿,教育,116020 
2006,宮崎市,九州・沖縄,教育,104722 
2006,熊本市,九州・沖縄,教育,184404 
2006,佐賀市,九州・沖縄,教育,127032 
2006,鹿児島市,九州・沖縄,教育,143905 
2006,大分市,九州・沖縄,教育,156110 
2006,長崎市,九州・沖縄,教育,98543 
2006,那覇市,九州・沖縄,教育,100855 
2006,福岡市,九州・沖縄,教育,181122 
2006,岡山市,中国・四国,教育,118819 
2006,広島市,中国・四国,教育,161957 
2006,高松市,中国・四国,教育,117063 
2006,高知市,中国・四国,教育,137336 
2006,山口市,中国・四国,教育,139398 
2006,松江市,中国・四国,教育,117993 
2006,松山市,中国・四国,教育,143850 
2006,鳥取市,中国・四国,教育,104040 
2006,徳島市,中国・四国,教育,86850 
2006,岐阜市,中部・北陸,教育,167974 
2006,金沢市,中部・北陸,教育,146236 
2006,静岡市,中部・北陸,教育,182842 
2006,津市,中部・北陸,教育,177655 
2006,富山市,中部・北陸,教育,140051 
2006,福井市,中部・北陸,教育,135277 
2006,名古屋市,中部・北陸,教育,164770 
2006,札幌市,北海道・東北,教育,112990 
2006,山形市,北海道・東北,教育,186803 
2006,秋田市,北海道・東北,教育,134454 
2006,盛岡市,北海道・東北,教育,151486 
2006,青森市,北海道・東北,教育,65226 
2006,仙台市,北海道・東北,教育,134563 
2006,福島市,北海道・東北,教育,115893 
2006,さいたま市,関東甲信越,教養娯楽,510901 
2006,宇都宮市,関東甲信越,教養娯楽,429596 
2006,横浜市,関東甲信越,教養娯楽,475047 
2006,甲府市,関東甲信越,教養娯楽,415569 
2006,新潟市,関東甲信越,教養娯楽,435614 
2006,水戸市,関東甲信越,教養娯楽,427232 
2006,千葉市,関東甲信越,教養娯楽,502750 
2006,前橋市,関東甲信越,教養娯楽,340586 
2006,長野市,関東甲信越,教養娯楽,408689 
2006,東京都区部,関東甲信越,教養娯楽,481805 
2006,京都市,近畿,教養娯楽,313667 
2006,神戸市,近畿,教養娯楽,371889 
2006,大阪市,近畿,教養娯楽,342465 
2006,大津市,近畿,教養娯楽,358374 
2006,奈良市,近畿,教養娯楽,443192 
2006,和歌山市,近畿,教養娯楽,340504 
2006,宮崎市,九州・沖縄,教養娯楽,309886 
2006,熊本市,九州・沖縄,教養娯楽,328437 
2006,佐賀市,九州・沖縄,教養娯楽,375274 
2006,鹿児島市,九州・沖縄,教養娯楽,333350 
2006,大分市,九州・沖縄,教養娯楽,398076 
2006,長崎市,九州・沖縄,教養娯楽,274994 
2006,那覇市,九州・沖縄,教養娯楽,217247 
2006,福岡市,九州・沖縄,教養娯楽,410655 
2006,岡山市,中国・四国,教養娯楽,392010 
2006,広島市,中国・四国,教養娯楽,383294 
2006,高松市,中国・四国,教養娯楽,416040 
2006,高知市,中国・四国,教養娯楽,333480 
2006,山口市,中国・四国,教養娯楽,378863 
2006,松江市,中国・四国,教養娯楽,360126 
2006,松山市,中国・四国,教養娯楽,383786 
2006,鳥取市,中国・四国,教養娯楽,383815 
2006,徳島市,中国・四国,教養娯楽,426961 
2006,岐阜市,中部・北陸,教養娯楽,418158 
2006,金沢市,中部・北陸,教養娯楽,448628 
2006,静岡市,中部・北陸,教養娯楽,431212 
2006,津市,中部・北陸,教養娯楽,402086 
2006,富山市,中部・北陸,教養娯楽,402137 
2006,福井市,中部・北陸,教養娯楽,362753 
2006,名古屋市,中部・北陸,教養娯楽,375910 
2006,札幌市,北海道・東北,教養娯楽,353794 
2006,山形市,北海道・東北,教養娯楽,382938 
2006,秋田市,北海道・東北,教養娯楽,420155 
2006,盛岡市,北海道・東北,教養娯楽,340167 
2006,青森市,北海道・東北,教養娯楽,308776 
2006,仙台市,北海道・東北,教養娯楽,417448 
2006,福島市,北海道・東北,教養娯楽,356025 
2006,さいたま市,関東甲信越,交通,136251 
2006,宇都宮市,関東甲信越,交通,65393 
2006,横浜市,関東甲信越,交通,124226 
2006,甲府市,関東甲信越,交通,45886 
2006,新潟市,関東甲信越,交通,83933 
2006,水戸市,関東甲信越,交通,66497 
2006,千葉市,関東甲信越,交通,114190 
2006,前橋市,関東甲信越,交通,45492 
2006,長野市,関東甲信越,交通,63006 
2006,東京都区部,関東甲信越,交通,117722 
2006,京都市,近畿,交通,76707 
2006,神戸市,近畿,交通,95753 
2006,大阪市,近畿,交通,57931 
2006,大津市,近畿,交通,95237 
2006,奈良市,近畿,交通,132491 
2006,和歌山市,近畿,交通,48397 
2006,宮崎市,九州・沖縄,交通,35398 
2006,熊本市,九州・沖縄,交通,51766 
2006,佐賀市,九州・沖縄,交通,59727 
2006,鹿児島市,九州・沖縄,交通,80636 
2006,大分市,九州・沖縄,交通,63426 
2006,長崎市,九州・沖縄,交通,71416 
2006,那覇市,九州・沖縄,交通,41181 
2006,福岡市,九州・沖縄,交通,90903 
2006,岡山市,中国・四国,交通,66269 
2006,広島市,中国・四国,交通,70936 
2006,高松市,中国・四国,交通,70150 
2006,高知市,中国・四国,交通,58252 
2006,山口市,中国・四国,交通,67597 
2006,松江市,中国・四国,交通,47411 
2006,松山市,中国・四国,交通,58432 
2006,鳥取市,中国・四国,交通,42130 
2006,徳島市,中国・四国,交通,56018 
2006,岐阜市,中部・北陸,交通,52743 
2006,金沢市,中部・北陸,交通,63985 
2006,静岡市,中部・北陸,交通,63535 
2006,津市,中部・北陸,交通,48383 
2006,富山市,中部・北陸,交通,42905 
2006,福井市,中部・北陸,交通,38930 
2006,名古屋市,中部・北陸,交通,68017 
2006,札幌市,北海道・東北,交通,70363 
2006,山形市,北海道・東北,交通,51421 
2006,秋田市,北海道・東北,交通,63720 
2006,盛岡市,北海道・東北,交通,71182 
2006,青森市,北海道・東北,交通,54329 
2006,仙台市,北海道・東北,交通,69137 
2006,福島市,北海道・東北,交通,60005 
2006,さいたま市,関東甲信越,光熱・水道,263983 
2006,宇都宮市,関東甲信越,光熱・水道,288164 
2006,横浜市,関東甲信越,光熱・水道,261872 
2006,甲府市,関東甲信越,光熱・水道,265399 
2006,新潟市,関東甲信越,光熱・水道,284477 
2006,水戸市,関東甲信越,光熱・水道,258422 
2006,千葉市,関東甲信越,光熱・水道,234092 
2006,前橋市,関東甲信越,光熱・水道,227393 
2006,長野市,関東甲信越,光熱・水道,295803 
2006,東京都区部,関東甲信越,光熱・水道,261775 
2006,京都市,近畿,光熱・水道,252497 
2006,神戸市,近畿,光熱・水道,226498 
2006,大阪市,近畿,光熱・水道,238975 
2006,大津市,近畿,光熱・水道,264367 
2006,奈良市,近畿,光熱・水道,264166 
2006,和歌山市,近畿,光熱・水道,234813 
2006,宮崎市,九州・沖縄,光熱・水道,214226 
2006,熊本市,九州・沖縄,光熱・水道,243134 
2006,佐賀市,九州・沖縄,光熱・水道,268961 
2006,鹿児島市,九州・沖縄,光熱・水道,230602 
2006,大分市,九州・沖縄,光熱・水道,238973 
2006,長崎市,九州・沖縄,光熱・水道,256283 
2006,那覇市,九州・沖縄,光熱・水道,238387 
2006,福岡市,九州・沖縄,光熱・水道,259991 
2006,岡山市,中国・四国,光熱・水道,279236 
2006,広島市,中国・四国,光熱・水道,259756 
2006,高松市,中国・四国,光熱・水道,245753 
2006,高知市,中国・四国,光熱・水道,251135 
2006,山口市,中国・四国,光熱・水道,257622 
2006,松江市,中国・四国,光熱・水道,278901 
2006,松山市,中国・四国,光熱・水道,240720 
2006,鳥取市,中国・四国,光熱・水道,261001 
2006,徳島市,中国・四国,光熱・水道,268323 
2006,岐阜市,中部・北陸,光熱・水道,286170 
2006,金沢市,中部・北陸,光熱・水道,332360 
2006,静岡市,中部・北陸,光熱・水道,264931 
2006,津市,中部・北陸,光熱・水道,267538 
2006,富山市,中部・北陸,光熱・水道,334995 
2006,福井市,中部・北陸,光熱・水道,309555 
2006,名古屋市,中部・北陸,光熱・水道,252112 
2006,札幌市,北海道・東北,光熱・水道,289323 
2006,山形市,北海道・東北,光熱・水道,346155 
