year	city	city_code	pop_total	pop_myanmar	pop_china	pop_india	pop_indonesia	pop_korea	pop_philippine	pop_thai	pop_vietnam	pop_france	pop_germany	pop_italy	pop_uk	pop_canada	pop_us	pop_brazil	pop_australia	pop_etc
2010	葛飾区	13122	14527	83	6702	110	56	4276	1516	254	130	33	17	6	78	35	138	73	36	984
2010	江戸川区	13123	25703	69	11407	2367	131	5995	2831	455	128	67	22	8	139	65	239	141	71	1568
2010	市部	13200	68334	223	24577	801	640	17588	7209	1329	827	317	303	170	777	492	3091	1588	409	7993
2010	八王子市	13201	9292	36	3610	112	64	2221	1127	143	88	32	48	27	63	36	244	214	47	1180
2010	立川市	13202	3685	3	1666	51	17	1000	330	30	36	6	7	1	16	18	122	160	10	212
2010	武蔵野市	13203	2397	7	844	35	17	597	85	49	12	32	17	13	68	52	252	24	47	246
2010	三鷹市	13204	3103	15	941	17	14	867	190	72	55	41	19	16	90	62	302	37	50	315
2010	青梅市	13205	1551	1	380	22	16	261	368	61	18	1	10	1	10	5	67	77	1	252
2010	府中市	13206	4544	26	1598	35	76	1064	470	100	63	26	20	21	72	35	281	90	30	537
2010	昭島市	13207	2237	4	864	9	22	680	221	23	23	2	7	2	8	2	52	67	3	248
2010	調布市	13208	4018	15	1380	75	60	1233	296	105	104	25	26	13	42	47	169	26	22	380
2010	町田市	13209	5342	15	2154	81	70	1265	495	113	72	22	26	8	76	56	222	51	45	571
2010	小金井市	13210	2421	16	1012	32	29	423	117	51	44	24	17	6	49	22	151	20	21	387
2010	小平市	13211	4273	13	1225	13	36	1974	254	50	78	10	22	13	28	15	96	120	13	313
2010	日野市	13212	2498	13	1148	48	30	526	235	35	19	4	6	4	25	11	78	13	13	290
2010	東村山市	13213	2285	14	809	11	42	697	282	29	17	11	4	4	21	7	54	12	9	262
2010	国分寺市	13214	1707	4	717	13	5	468	114	16	27	11	4	4	27	19	85	17	14	162
2010	国立市	13215	1448	4	526	26	12	393	75	34	14	8	28	7	21	10	66	8	11	205
2010	福生市	13218	2427	3	635	30	7	337	424	133	14	1	2	4	10	5	139	105	3	575
2010	狛江市	13219	973	1	330	12	4	253	100	36	18	12	4	4	18	5	52	7	8	109
2010	東大和市	13220	1057	1	276	9	6	342	269	30	4	-	-	1	9	5	28	26	10	41
2010	清瀬市	13221	1044	5	408	-	6	228	161	23	10	7	-	3	8	2	33	13	6	131
2010	東久留米市	13222	1772	3	518	29	13	345	246	47	10	3	13	2	25	37	244	18	14	205
2010	武蔵村山市	13223	1229	-	381	4	20	187	277	25	33	3	1	-	1	1	43	163	-	90
2010	多摩市	13224	2336	1	1079	30	23	591	242	24	8	13	6	10	22	6	62	23	9	187
2010	稲城市	13225	1088	2	410	14	12	274	158	21	17	3	3	1	13	5	29	26	6	94
2010	羽村市	13227	1653	2	263	23	7	136	305	13	7	-	2	1	8	2	69	209	1	605
2010	あきる野市	13228	651	-	159	5	11	167	98	12	17	1	-	-	1	3	42	20	2	113
2010	西東京市	13229	3303	19	1244	65	21	1059	270	54	19	19	11	4	46	24	109	42	14	283
2010	町村部		925	1	140	13	13	162	290	29	6	-	4	-	5	4	67	74	1	116
2010	西多摩郡	13300	696	1	123	13	1	78	220	19	6	-	2	-	4	-	50	71	-	108
2010	瑞穂町	13303	585	1	97	13	1	60	197	17	6	-	-	-	3	-	30	64	-	96
2010	日の出町	13305	77	-	21	-	-	14	16	-	-	-	-	-	-	-	9	6	-	11
2010	檜原村	13307	12	-	-	-	-	3	3	1	-	-	-	-	-	-	5	-	-	-
2010	奥多摩町	13308	22	-	5	-	-	1	4	1	-	-	2	-	1	-	6	1	-	1
2010	島部		229	-	17	-	12	84	70	10	-	-	2	-	1	4	17	3	1	8
2010	大島支庁	13361	59	-	9	-	11	11	3	7	-	-	2	-	-	3	3	3	-	7
2010	三宅支庁	13381	36	-	2	-	-	17	16	-	-	-	-	-	-	-	1	-	-	-
2010	八丈支庁	13401	119	-	6	-	-	51	50	3	-	-	-	-	1	1	6	-	1	-
2010	小笠原支庁	13421	15	-	-	-	1	5	1	-	-	-	-	-	-	-	7	-	-	1
2009	東京都全体	13000	408284	4680	145320	9418	2819	117567	31974	6907	3246	5969	2818	1202	7482	3676	19408	4423	3999	37376
2009	区部	13100	340130	4486	121516	8634	2160	99865	24505	5613	2359	5662	2519	1061	6663	3150	16124	2705	3597	29511
2009	千代田区	13101	2710	18	840	136	8	477	63	33	58	260	39	15	98	33	263	17	49	303
2009	中央区	13102	4877	44	1705	309	27	1120	135	66	13	121	63	28	135	88	330	28	90	575
2009	港区	13103	22354	51	2951	912	147	3652	998	197	44	1116	488	206	1607	582	4985	367	874	3177
2009	新宿区	13104	33555	1100	10037	262	249	14515	896	691	158	1224	146	91	426	242	853	185	219	2261
2009	文京区	13105	7179	98	2535	157	39	2316	209	135	113	254	57	27	89	69	349	42	68	622
2009	台東区	13106	11817	55	4287	548	26	4665	763	221	56	105	23	21	86	57	205	34	47	618
2009	墨田区	13107	9200	62	3859	68	20	2394	1348	381	32	41	20	10	59	32	109	47	25	693
2009	江東区	13108	18664	106	8587	809	111	5073	1477	349	72	100	40	21	120	94	319	93	98	1195
2009	品川区	13109	11833	217	3811	738	114	2618	884	157	175	164	121	55	309	151	635	96	164	1424
2009	目黒区	13110	7979	58	1493	209	226	1589	656	120	39	227	204	75	410	182	856	64	302	1269
2009	大田区	13111	18231	105	6737	383	167	4170	2247	379	408	87	299	29	223	105	624	342	116	1810
2009	世田谷区	13112	15704	79	3660	412	142	4301	877	205	123	383	460	124	654	346	1527	121	336	1954
2009	渋谷区	13113	11148	52	1862	188	54	1886	384	175	86	636	225	121	958	298	1984	123	471	1645
2009	中野区	13114	11656	276	4075	218	62	4049	436	211	53	172	54	46	199	117	379	73	124	1112
2009	杉並区	13115	11475	192	3686	127	69	3544	565	211	77	144	85	53	279	188	696	85	138	1336
2009	豊島区	13116	17163	754	9340	120	73	3766	415	233	125	214	32	24	195	98	358	57	97	1262
2009	北区	13117	15530	621	8098	172	65	3481	973	145	67	50	21	20	107	41	185	148	57	1279
2009	荒川区	13118	15709	187	5561	79	26	7859	665	150	62	37	10	11	59	43	123	42	24	771
2009	板橋区	13119	17625	180	9115	111	85	4250	1461	238	85	81	38	25	156	88	268	140	54	1250
2009	練馬区	13120	13735	32	4745	273	134	4704	979	250	88	108	41	35	195	131	512	112	89	1307
2009	足立区	13121	23222	57	7806	103	140	8929	3682	399	174	41	14	10	78	52	189	255	41	1252
2009	葛飾区	13122	14175	73	6250	113	53	4403	1563	231	118	34	20	7	81	45	134	86	33	931
2009	江戸川区	13123	24589	69	10476	2187	123	6104	2829	436	133	63	19	7	140	68	241	148	81	1465
2009	市部	13200	67237	192	23662	773	643	17543	7186	1267	875	307	298	141	815	522	3216	1651	400	7746
2009	八王子市	13201	8939	28	3395	108	61	2159	1079	128	136	31	39	20	61	46	267	221	44	1116
2009	立川市	13202	3576	4	1564	50	21	985	333	32	40	9	7	1	23	17	131	134	10	215
2009	武蔵野市	13203	2396	8	834	35	17	591	89	51	16	31	15	12	72	53	248	21	48	255
2009	三鷹市	13204	3204	14	947	28	13	908	195	73	57	35	20	15	96	69	323	32	50	329
2009	青梅市	13205	1553	1	367	8	18	271	366	64	17	1	8	1	10	4	68	101	-	248
2009	府中市	13206	4403	23	1489	61	75	1077	446	94	53	15	25	17	68	40	292	94	25	509
2009	昭島市	13207	2200	4	802	9	23	700	223	23	28	2	4	2	5	1	52	64	4	254
2009	調布市	13208	3952	19	1333	65	60	1248	300	90	82	30	24	11	43	43	175	29	22	378
2009	町田市	13209	5410	15	2168	68	78	1270	505	104	64	26	33	9	90	60	286	55	40	539
2009	小金井市	13210	2417	14	1027	32	37	423	129	38	28	28	17	5	55	28	159	10	23	364
2009	小平市	13211	4145	7	1153	16	32	1922	255	48	84	12	24	7	31	13	85	139	16	301
2009	日野市	13212	2422	6	1107	47	29	512	241	38	15	5	5	5	22	9	68	12	12	289
2009	東村山市	13213	2114	12	729	7	23	660	291	26	19	12	3	-	20	6	59	12	8	227
2009	国分寺市	13214	1705	1	707	20	4	480	109	16	29	11	8	4	35	23	86	18	14	140
2009	国立市	13215	1511	3	567	33	16	385	79	34	24	6	25	6	23	14	69	10	13	204
2009	福生市	13218	2376	-	569	27	6	349	417	142	13	2	2	4	9	6	150	111	5	564
2009	狛江市	13219	926	2	288	13	6	244	103	29	17	10	8	6	18	4	54	12	10	102
2009	東大和市	13220	1014	1	258	4	6	338	272	25	3	-	1	1	8	2	28	21	-	46
2009	清瀬市	13221	978	3	391	-	5	209	162	24	10	5	1	1	8	4	27	6	7	115
2009	東久留米市	13222	1756	2	459	30	13	389	257	44	14	4	10	2	29	37	247	16	21	182
2009	武蔵村山市	13223	1197	-	352	3	20	190	280	18	42	1	-	-	1	-	38	155	-	97
2009	多摩市	13224	2259	-	1041	24	14	573	257	26	12	9	5	7	23	5	64	22	8	169
2009	稲城市	13225	1123	3	444	12	12	291	137	21	17	1	4	1	12	6	25	26	6	105
2009	羽村市	13227	1802	3	319	23	9	147	296	17	9	-	1	1	6	-	72	276	1	622
2009	あきる野市	13228	644	1	154	4	10	169	92	17	19	2	-	-	1	3	40	22	2	108
2009	西東京市	13229	3215	18	1198	46	35	1053	273	45	27	19	9	3	46	29	103	32	11	268
2009	町村部		917	2	142	11	16	159	283	27	12	-	1	-	4	4	68	67	2	119
2009	西多摩郡	13300	696	2	129	11	5	79	210	18	12	-	-	-	3	-	50	64	-	113
2009	瑞穂町	13303	602	2	113	11	4	62	188	17	12	-	-	-	3	-	31	60	-	99
2009	日の出町	13305	69	-	11	-	1	13	17	1	-	-	-	-	-	-	9	4	-	13
2009	檜原村	13307	11	-	-	-	-	3	3	-	-	-	-	-	-	-	5	-	-	-
2009	奥多摩町	13308	14	-	5	-	-	1	2	-	-	-	-	-	-	-	5	-	-	1
2009	島部		221	-	13	-	11	80	73	9	-	-	1	-	1	4	18	3	2	6
2009	大島支庁	13361	53	-	8	-	9	9	4	6	-	-	1	-	-	4	4	3	-	5
2009	三宅支庁	13381	37	-	1	-	1	19	15	-	-	-	-	-	-	-	-	-	-	1
2009	八丈支庁	13401	118	-	4	-	1	48	53	3	-	-	-	-	1	-	7	-	1	-
2009	小笠原支庁	13421	13	-	-	-	-	4	1	-	-	-	-	-	-	-	7	-	1	-
2008	東京都全体	13000	390321	4015	134493	8706	2736	115051	32130	6743	2988	5568	2793	1082	7541	3617	19001	4454	4117	35286
2008	区部	13100	324294	3845	112087	7977	2092	97598	24735	5489	2186	5267	2504	969	6698	3048	15692	2798	3683	27626
2008	千代田区	13101	2632	19	796	126	7	478	72	28	58	251	39	19	104	39	232	17	51	296
2008	中央区	13102	4225	40	1437	245	18	1006	117	56	24	101	53	23	131	66	315	25	79	489
2008	港区	13103	21806	58	2782	946	163	3494	986	198	41	1051	471	200	1595	557	4906	341	917	3100
2008	新宿区	13104	31856	926	9285	236	257	14201	927	719	148	1116	149	89	413	243	757	163	236	1991
2008	文京区	13105	6933	81	2383	163	42	2296	215	124	114	246	54	21	99	66	328	47	67	587
2008	台東区	13106	10891	43	3708	528	34	4525	761	180	54	75	26	14	74	59	191	38	51	530
2008	墨田区	13107	8879	59	3602	61	24	2401	1323	365	46	31	18	7	61	32	110	56	19	664
2008	江東区	13108	18013	121	7958	661	86	5119	1641	343	72	90	40	23	118	83	300	126	101	1131
2008	品川区	13109	11501	206	3641	717	93	2649	880	142	164	146	127	49	347	132	619	107	179	1303
2008	目黒区	13110	7895	49	1492	203	218	1550	662	143	49	199	201	67	403	174	881	75	278	1251
2008	大田区	13111	17431	96	6164	322	162	4169	2253	362	378	86	328	25	235	97	586	332	117	1719
2008	世田谷区	13112	15094	87	3443	413	129	4163	879	220	95	375	437	118	614	335	1492	133	346	1815
2008	渋谷区	13113	11347	45	1846	220	57	1937	420	174	64	663	226	106	1008	292	2028	144	488	1629
2008	中野区	13114	11040	245	3862	286	69	3785	437	183	57	136	58	40	199	126	366	74	137	980
2008	杉並区	13115	11061	170	3635	127	69	3422	540	201	73	125	85	53	277	196	668	86	151	1183
2008	豊島区	13116	15913	640	8657	132	71	3469	452	219	102	187	27	17	207	95	346	53	96	1143
2008	北区	13117	14740	496	7634	167	68	3375	972	139	58	45	27	20	121	49	162	152	62	1193
2008	荒川区	13118	14522	113	4742	81	22	7680	636	152	57	38	10	8	61	38	108	38	23	715
2008	板橋区	13119	16491	140	8340	91	80	4036	1471	210	79	71	28	25	152	76	263	154	56	1219
2008	練馬区	13120	13067	33	4478	311	125	4439	965	291	72	96	50	27	182	129	481	127	82	1179
2008	足立区	13121	22426	49	7009	112	131	8896	3726	408	166	42	16	10	80	53	185	285	47	1211
2008	葛飾区	13122	13448	67	5631	103	43	4379	1582	228	104	38	19	4	72	39	132	79	28	900
2008	江戸川区	13123	23083	62	9562	1726	124	6129	2818	404	111	59	15	4	145	72	236	146	72	1398
2008	市部	13200	65056	167	22272	719	628	17286	7099	1221	795	301	288	113	837	564	3240	1581	433	7512
2008	八王子市	13201	8424	26	3152	68	64	2014	1069	117	131	29	40	17	69	51	267	213	45	1052
2008	立川市	13202	3423	4	1494	54	16	987	317	31	23	6	5	-	21	21	127	111	13	193
2008	武蔵野市	13203	2412	10	830	35	14	601	90	49	14	35	22	9	80	59	248	20	48	248
2008	三鷹市	13204	3200	12	970	25	23	849	195	71	53	43	24	13	95	66	351	33	55	322
2008	青梅市	13205	1540	-	344	11	15	278	368	61	20	3	8	1	11	4	66	106	2	242
2008	府中市	13206	4372	21	1384	64	70	1141	477	90	52	16	18	15	56	48	311	81	23	505
2008	昭島市	13207	2242	4	804	13	25	742	232	20	29	2	3	1	5	1	52	51	3	255
2008	調布市	13208	3853	15	1259	66	53	1221	322	81	87	28	20	8	45	49	176	33	22	368
2008	町田市	13209	4972	14	1923	65	64	1236	486	88	59	21	34	8	85	55	254	52	37	491
2008	小金井市	13210	2457	13	1037	38	36	440	148	41	28	30	18	3	53	28	154	8	24	358
2008	小平市	13211	4097	8	1111	18	41	1917	257	50	71	13	18	3	34	18	87	137	21	293
2008	日野市	13212	2418	7	1068	50	32	524	237	36	19	4	9	3	30	17	64	13	11	294
2008	東村山市	13213	1881	7	626	7	20	576	277	27	16	8	4	-	23	8	63	9	8	202
2008	国分寺市	13214	1669	-	677	17	9	461	120	16	23	13	5	4	45	27	90	15	15	132
2008	国立市	13215	1430	2	518	25	14	381	76	37	25	4	22	3	25	14	67	10	16	191
2008	福生市	13218	2317	-	504	28	7	367	420	151	8	2	2	4	4	7	150	114	5	544
2008	狛江市	13219	872	3	268	11	5	226	106	23	16	7	3	5	19	4	52	13	8	103
2008	東大和市	13220	985	1	208	4	4	356	264	28	1	-	-	-	8	4	33	22	11	41
2008	清瀬市	13221	955	3	377	1	5	208	147	21	8	5	-	2	12	4	29	8	7	118
2008	東久留米市	13222	1699	2	429	29	16	354	245	41	8	4	15	2	32	35	248	20	27	192
2008	武蔵村山市	13223	1085	-	315	3	21	200	240	17	26	1	-	-	2	1	32	135	-	92
2008	多摩市	13224	2254	-	1013	25	16	579	261	29	8	10	4	5	17	6	64	20	13	184
2008	稲城市	13225	1051	2	414	12	8	288	109	16	16	1	3	1	11	10	29	24	7	100
2008	羽村市	13227	1783	2	311	23	5	155	279	18	11	-	2	1	2	1	76	273	-	624
2008	あきる野市	13228	618	-	122	4	8	179	83	20	20	-	1	-	2	3	40	24	2	110
2008	西東京市	13229	3047	11	1114	23	37	1006	274	42	23	16	8	5	51	23	110	36	10	258
2008	町村部		971	3	134	10	16	167	296	33	7	-	1	-	6	5	69	75	1	148
2008	西多摩郡	13300	739	3	118	10	7	81	223	23	7	-	-	-	4	1	50	70	-	142
2008	瑞穂町	13303	635	3	103	10	6	60	197	22	7	-	-	-	3	1	34	66	-	123
2008	日の出町	13305	74	-	12	-	1	13	18	1	-	-	-	-	1	-	6	4	-	18
2008	檜原村	13307	11	-	-	-	-	3	3	-	-	-	-	-	-	-	5	-	-	-
2008	奥多摩町	13308	19	-	3	-	-	5	5	-	-	-	-	-	-	-	5	-	-	1
2008	島部		232	-	16	-	9	86	73	10	-	-	1	-	2	4	19	5	1	6
2008	大島支庁	13361	53	-	9	-	7	10	3	6	-	-	1	-	-	4	4	4	-	5
2008	三宅支庁	13381	38	-	1	-	1	21	12	-	-	-	-	-	-	-	3	-	-	-
2008	八丈支庁	13401	129	-	6	-	1	52	57	4	-	-	-	-	1	-	7	-	1	-
2008	小笠原支庁	13421	12	-	-	-	-	3	1	-	-	-	-	-	1	-	5	1	-	1
2007	東京都全体	13000	371375	3573	126498	7581	2599	109824	31365	6404	2806	5019	2631	1004	7512	3573	18409	4471	4089	34017
2007	区部	13100	307741	3428	105506	6947	2007	92930	24120	5183	2066	4740	2355	894	6649	2984	15145	2730	3613	26444
2007	千代田区	13101	2445	14	689	101	6	464	80	21	66	202	36	20	93	35	238	12	47	321
2007	中央区	13102	3973	30	1418	174	15	954	114	56	17	90	47	16	132	54	282	17	73	484
2007	港区	13103	20715	50	2499	900	146	3240	1037	203	40	946	431	177	1590	555	4660	306	952	2983
2007	新宿区	13104	30337	833	9268	199	296	13392	833	643	115	1016	119	77	433	217	702	166	227	1801
2007	文京区	13105	6670	77	2308	149	33	2239	212	115	97	245	56	18	104	67	322	46	61	521
2007	台東区	13106	10493	33	3482	481	42	4505	770	165	47	79	18	14	67	60	175	33	45	477
2007	墨田区	13107	8449	45	3383	77	17	2318	1250	359	33	26	16	9	59	25	96	40	17	679
2007	江東区	13108	16616	117	7270	522	81	4746	1604	323	78	68	34	17	108	81	266	132	107	1062
2007	品川区	13109	10824	209	3430	647	82	2521	781	137	149	129	118	47	330	149	608	94	165	1228
2007	目黒区	13110	7992	46	1562	230	204	1581	670	154	51	196	200	71	381	190	919	72	224	1241
2007	大田区	13111	16475	83	5652	239	160	4000	2200	348	388	84	288	29	251	98	584	342	118	1611
2007	世田谷区	13112	14457	78	3277	400	127	3989	914	213	79	308	429	94	580	306	1443	147	309	1764
2007	渋谷区	13113	10980	46	1689	201	74	1822	426	173	56	612	216	113	993	291	2026	148	487	1607
2007	中野区	13114	10793	235	3936	331	72	3411	467	171	46	113	54	30	218	121	371	71	145	1001
2007	杉並区	13115	10684	181	3618	126	62	3232	506	167	80	123	77	50	276	197	655	84	150	1100
2007	豊島区	13116	15169	560	8400	117	56	3246	432	199	94	164	33	25	208	109	327	63	101	1035
2007	北区	13117	14007	409	7257	157	60	3291	922	129	41	36	29	17	126	43	142	145	60	1143
2007	荒川区	13118	13725	72	4319	73	15	7465	618	148	53	37	13	8	59	32	94	39	24	656
2007	板橋区	13119	15367	125	7669	91	85	3637	1444	201	74	65	34	17	167	76	260	158	64	1200
2007	練馬区	13120	12361	27	4315	299	87	4123	933	263	69	90	54	26	183	115	460	122	76	1119
2007	足立区	13121	21547	39	6308	109	122	8877	3666	411	170	25	13	10	84	54	168	270	48	1173
2007	葛飾区	13122	12530	65	4993	78	51	4198	1501	209	95	30	24	2	74	38	137	90	37	908
2007	江戸川区	13123	21132	54	8764	1246	114	5679	2740	375	128	56	16	7	133	71	210	133	76	1330
2007	市部	13200	62629	142	20861	623	578	16731	6923	1187	734	279	274	110	854	584	3202	1649	474	7424
2007	八王子市	13201	8075	11	3032	46	70	1910	969	107	108	30	39	16	69	56	240	247	48	1077
2007	立川市	13202	3280	4	1427	32	18	941	310	35	22	4	10	1	21	18	124	113	10	190
2007	武蔵野市	13203	2389	4	851	37	16	589	91	40	16	34	21	6	92	57	234	22	44	235
2007	三鷹市	13204	3005	14	937	22	18	770	184	65	51	43	23	12	88	71	339	36	47	285
2007	青梅市	13205	1478	1	311	12	12	278	372	56	11	1	8	1	11	6	72	102	3	221
2007	府中市	13206	4199	20	1280	80	69	1090	489	87	56	16	15	14	61	45	287	83	26	481
2007	昭島市	13207	2200	3	781	8	25	750	235	15	27	3	3	1	6	2	51	60	3	227
2007	調布市	13208	3705	12	1186	46	46	1212	327	76	82	28	11	8	49	48	149	31	27	367
2007	町田市	13209	4938	17	1865	72	47	1213	492	94	50	12	30	8	105	55	284	50	40	504
2007	小金井市	13210	2317	13	965	31	28	422	133	37	42	23	17	4	42	33	165	12	30	320
2007	小平市	13211	4028	10	1045	19	39	1889	244	51	52	9	14	4	30	12	85	168	29	328
2007	日野市	13212	2374	7	1036	39	31	512	226	36	15	7	7	3	29	26	71	15	5	309
2007	東村山市	13213	1766	6	506	8	19	579	274	29	15	3	4	2	24	11	65	9	15	197
2007	国分寺市	13214	1671	-	654	8	10	476	103	18	37	15	7	6	37	24	104	17	26	129
2007	国立市	13215	1392	1	491	21	10	401	74	38	25	2	25	3	26	16	64	10	17	168
2007	福生市	13218	2306	-	448	8	9	415	431	156	5	2	2	4	4	6	145	123	6	542
2007	狛江市	13219	821	2	273	7	6	208	109	19	9	7	5	5	18	9	52	5	6	81
2007	東大和市	13220	930	1	180	4	4	313	282	23	1	-	-	-	10	5	32	21	9	45
2007	清瀬市	13221	920	1	349	1	6	188	137	29	16	3	1	1	9	4	35	9	10	121
2007	東久留米市	13222	1620	1	380	41	17	321	240	38	2	6	13	2	32	37	254	14	33	189
2007	武蔵村山市	13223	943	-	252	-	15	198	227	18	13	1	1	-	2	1	30	108	-	77
2007	多摩市	13224	2056	-	857	25	15	535	240	26	8	12	5	5	22	9	69	20	19	189
2007	稲城市	13225	1000	2	380	11	7	276	110	17	18	-	3	1	8	7	30	30	7	93
2007	羽村市	13227	1771	2	266	19	3	167	273	18	9	-	1	1	2	-	77	268	-	665
2007	あきる野市	13228	622	-	101	3	7	174	71	17	20	-	1	-	2	3	47	38	2	136
2007	西東京市	13229	2823	10	1008	23	31	904	280	42	24	18	8	2	55	23	97	38	12	248
2007	町村部		1005	3	131	11	14	163	322	34	6	-	2	-	9	5	62	92	2	149
2007	西多摩郡	13300	765	3	117	11	7	73	242	26	6	-	-	-	4	1	48	87	-	140
2007	瑞穂町	13303	669	3	103	11	6	56	215	25	6	-	-	-	4	1	30	82	-	127
2007	日の出町	13305	66	-	11	-	1	10	17	1	-	-	-	-	-	-	8	5	-	13
2007	檜原村	13307	10	-	-	-	-	2	3	-	-	-	-	-	-	-	5	-	-	-
2007	奥多摩町	13308	20	-	3	-	-	5	7	-	-	-	-	-	-	-	5	-	-	-
2007	島部		240	-	14	-	7	90	80	8	-	-	2	-	5	4	14	5	2	9
2007	大島支庁	13361	52	-	8	-	6	11	4	4	-	-	1	-	1	4	3	4	-	6
2007	三宅支庁	13381	38	-	-	-	-	21	14	-	-	-	1	-	-	-	2	-	-	-
2007	八丈支庁	13401	134	-	5	-	1	53	61	4	-	-	-	-	2	-	5	-	2	1
2007	小笠原支庁	13421	16	-	1	-	-	5	1	-	-	-	-	-	2	-	4	1	-	2
2006	東京都全体	13000	364653	3454	123611	6993	2692	106697	31077	6096	2604	4759	2569	973	7696	3621	18848	5012	4174	33777
2006	区部	13100	302086	3320	103455	6369	2094	90007	24013	4919	1918	4485	2295	874	6831	2997	15516	2923	3677	26393
2006	千代田区	13101	2346	11	706	82	7	427	72	20	62	210	35	24	80	27	242	14	38	289
2006	中央区	13102	3597	16	1276	159	16	883	102	56	12	75	50	19	131	53	254	20	60	415
2006	港区	13103	19920	34	2397	866	131	2978	1028	188	24	828	431	171	1562	540	4608	293	916	2925
2006	新宿区	13104	29765	788	9410	197	364	12678	778	597	128	998	128	81	465	217	759	165	236	1776
2006	文京区	13105	6665	82	2339	165	32	2171	214	126	102	227	54	21	111	60	343	44	72	502
2006	台東区	13106	10329	25	3462	424	60	4476	796	149	58	60	25	8	67	45	162	28	36	448
2006	墨田区	13107	8003	49	3116	59	13	2241	1184	358	33	18	8	6	58	25	78	38	14	705
2006	江東区	13108	15437	95	6636	431	82	4492	1533	320	59	59	33	17	101	68	243	149	110	1009
2006	品川区	13109	10553	218	3409	564	76	2377	807	133	148	133	115	40	326	149	665	96	156	1141
2006	目黒区	13110	8162	47	1571	234	209	1587	669	142	43	195	204	65	383	185	962	73	238	1355
2006	大田区	13111	16181	74	5467	289	152	3952	2164	349	340	88	278	24	271	103	541	377	102	1610
2006	世田谷区	13112	14475	79	3212	387	132	3930	906	191	91	319	453	105	557	306	1483	160	336	1828
2006	渋谷区	13113	11259	52	1625	244	72	1767	458	158	38	575	184	100	1093	320	2258	143	533	1639
2006	中野区	13114	10658	251	4048	364	67	3065	467	163	47	110	44	23	242	134	363	63	150	1057
2006	杉並区	13115	10675	197	3761	137	67	3021	546	146	54	105	71	52	295	199	681	95	164	1084
2006	豊島区	13116	15306	572	8455	106	66	3215	465	214	60	159	38	15	225	113	340	76	101	1086
2006	北区	13117	13834	353	7140	133	53	3300	946	127	42	41	30	16	123	44	158	176	54	1098
2006	荒川区	13118	13549	54	4209	88	16	7439	594	129	53	22	11	11	64	34	108	42	29	646
2006	板橋区	13119	15537	141	7716	85	100	3585	1483	190	60	69	31	19	189	85	265	173	77	1269
2006	練馬区	13120	12114	35	4245	283	87	3865	1017	251	59	91	35	34	174	125	457	139	78	1139
2006	足立区	13121	21405	32	6096	108	126	8928	3648	390	163	29	11	14	95	47	170	321	52	1175
2006	葛飾区	13122	12106	55	4678	51	57	4126	1503	194	97	26	15	2	80	44	141	95	38	904
2006	江戸川区	13123	20210	60	8481	913	109	5504	2633	328	145	48	11	7	139	74	235	143	87	1293
2006	市部	13200	61559	132	20046	619	582	16529	6746	1146	679	273	272	99	858	621	3269	1979	494	7215
2006	八王子市	13201	8069	13	2931	47	81	1889	998	97	98	31	31	16	82	56	245	300	51	1103
2006	立川市	13202	3253	5	1356	23	22	927	329	33	33	5	9	-	24	21	121	134	12	199
2006	武蔵野市	13203	2392	5	899	40	11	554	96	34	23	31	22	5	80	63	245	28	34	222
2006	三鷹市	13204	2961	15	911	22	16	722	168	63	44	51	26	12	104	82	347	35	51	292
2006	青梅市	13205	1445	-	305	9	11	277	346	58	14	-	12	1	10	6	64	116	3	213
2006	府中市	13206	4211	17	1300	94	89	1033	535	77	60	19	12	8	61	37	300	113	36	420
2006	昭島市	13207	2136	1	707	11	24	757	211	15	30	4	4	-	9	3	55	65	2	238
2006	調布市	13208	3665	10	1187	58	42	1207	303	70	50	29	12	7	47	46	170	38	35	354
2006	町田市	13209	4476	12	1641	64	42	1147	433	86	52	14	22	7	89	50	245	52	40	480
2006	小金井市	13210	2371	9	995	38	38	429	116	38	45	20	21	4	43	35	181	11	39	309
2006	小平市	13211	4103	10	1014	16	31	1913	216	49	53	10	15	7	28	13	99	278	27	324
2006	日野市	13212	2205	6	943	21	38	479	216	32	16	5	10	1	31	20	67	18	6	296
2006	東村山市	13213	1737	5	482	7	18	584	264	37	12	2	3	-	20	16	71	10	10	196
2006	国分寺市	13214	1617	2	644	12	8	446	97	22	28	6	14	6	36	35	93	19	35	114
2006	国立市	13215	1397	1	509	21	8	416	71	33	27	3	25	4	23	12	64	12	11	157
2006	福生市	13218	2298	-	406	10	9	429	430	168	7	2	3	4	5	5	150	131	6	533
2006	狛江市	13219	800	2	260	8	7	196	111	21	3	8	6	3	19	7	59	3	7	80
2006	東大和市	13220	904	1	182	4	5	306	269	15	1	-	2	-	10	3	34	23	8	41
2006	清瀬市	13221	858	1	312	2	6	193	131	23	17	2	-	-	6	8	30	8	10	109
2006	東久留米市	13222	1573	1	358	30	13	306	215	35	1	4	8	3	37	51	277	16	26	192
2006	武蔵村山市	13223	958	-	252	1	11	209	197	18	4	1	1	-	2	3	29	156	5	69
2006	多摩市	13224	2003	-	799	19	16	552	265	21	9	9	4	7	28	11	62	19	19	163
2006	稲城市	13225	963	1	363	8	5	290	97	17	11	-	2	1	10	6	35	27	5	85
2006	羽村市	13227	1812	3	256	27	1	169	281	21	7	-	1	1	2	1	76	299	-	667
