category	salary	ave_age	ave_year	working_time_stabdard	working_hour_extra	salary_standard	bonus	employees	age_label	age	annual_income	year	salary_index
D 建設業	314.2	32.4	8.3	171	16	283.2	571.5	26733	３０〜３４歳	35	434.19	2004	1.5077612251276173
D 建設業	351.4	37.4	11.2	171	13	324.2	689.1	21088	３５〜３９歳	40	490.59	2004	1.7036149598916552
D 建設業	366.7	42.6	13.7	171	9	348	717.4	19123	４０〜４４歳	45	511.78	2004	1.777199013786158
D 建設業	388.4	47.5	16.2	172	9	370.6	763.2	21991	４５〜４９歳	50	542.4	2004	1.8835295343264922
D 建設業	395	52.6	19.2	170	7	380.3	796.4	26459	５０〜５４歳	55	553.64	2004	1.922561377921311
D 建設業	397.6	57.1	19.9	169	7	383.9	787.1	22812	５５〜５９歳	60	555.83	2004	1.9301663367711914
D 建設業	312.2	62.1	14.7	169	5	303.3	424.8	8557	６０〜６４歳	65	417.12	2004	1.4484842171059484
D 建設業	218.1	22.9	2.6	169	15	197.6	264	9788	２０〜２４歳	25	288.12	2005	1
D 建設業	266	27.7	5.5	167	18	236.3	499.2	21799	２５〜２９歳	30	369.12	2005	1.2811328613077884
D 建設業	314.6	32.6	8.5	168	17	282.1	658.4	26650	３０〜３４歳	35	443.36	2005	1.5388032764126058
D 建設業	354.2	37.3	11.3	168	14	325.2	779	20778	３５〜３９歳	40	502.94	2005	1.7455921143967792
D 建設業	374.4	42.4	13.6	168	9	355.3	825.7	18753	４０〜４４歳	45	531.85	2005	1.845932250451201
D 建設業	393.7	47.6	17	169	8	377	873.1	19298	４５〜４９歳	50	559.75	2005	1.9427669026794392
D 建設業	405.4	52.5	20.3	168	7	388.8	863	23265	５０〜５４歳	55	572.78	2005	1.987991114813272
D 建設業	395.5	57.4	20.2	165	6	383.3	849.1	25925	５５〜５９歳	60	559.51	2005	1.9419339164237124
D 建設業	294.1	62.2	13.6	164	4	287.3	461.6	10345	６０〜６４歳	65	399.08	2005	1.3851173122310148
D 建設業	226.8	23	2.4	171	15	206.2	258.5	9356	２０〜２４歳	25	298.01	2006	1
D 建設業	269.7	27.7	5.4	171	18	239.9	502.6	17817	２５〜２９歳	30	373.9	2006	1.2546558840307371
D 建設業	319.2	32.6	9.1	171	19	283.6	623.6	25408	３０〜３４歳	35	445.4	2006	1.4945807187678266
D 建設業	362	37.3	11.8	170	15	331.5	714.1	21550	３５〜３９歳	40	505.81	2006	1.6972920371799605
D 建設業	384	42.5	14.7	171	12	360.1	755	17331	４０〜４４歳	45	536.3	2006	1.7996040401328814
D 建設業	398	47.5	17.1	171	9	379	835.8	18413	４５〜４９歳	50	561.18	2006	1.8830911714372
D 建設業	403.2	52.6	19.5	171	8	386.6	873	19965	５０〜５４歳	55	571.14	2006	1.9165128686956814
D 建設業	396.1	57.5	21.3	169	6	383.1	817.7	21658	５５〜５９歳	60	557.09	2006	1.86936679977182
D 建設業	300	62.3	14.8	169	6	290.3	407.7	8103	６０〜６４歳	65	400.77	2006	1.3448206436025636
D 建設業	227.8	22.9	2.4	172	15	205.6	301.2	8587	２０〜２４歳	25	303.48	2007	1
D 建設業	274.3	27.6	5.2	172	19	240.6	501.2	14907	２５〜２９歳	30	379.28	2007	1.2497693422960325
D 建設業	316.3	32.6	8.5	172	19	278.8	601.6	20434	３０〜３４歳	35	439.72	2007	1.4489257941215237
D 建設業	365.9	37.4	11.3	171	18	327.4	753.2	21341	３５〜３９歳	40	514.4	2007	1.6950046131540792
D 建設業	373.4	42.5	13.6	171	12	347.2	812.6	15376	４０〜４４歳	45	529.34	2007	1.7442335574008172
D 建設業	388.6	47.6	16.7	172	9	370.1	815.2	15948	４５〜４９歳	50	547.84	2007	1.8051930934493212
D 建設業	401.3	52.6	20.2	171	7	386.8	862	18736	５０〜５４歳	55	567.76	2007	1.870831685778305
D 建設業	388.2	57.5	20.8	170	7	373.9	830.6	20197	５５〜５９歳	60	548.9	2007	1.8086859101093975
D 建設業	315	62.1	16.9	169	6	304	432.1	8040	６０〜６４歳	65	421.21	2007	1.3879333069724527
D 建設業	231.2	23	2.4	171	16	207	346.6	8422	２０〜２４歳	25	312.1	2008	1
D 建設業	270.6	27.6	4.9	171	20	238.5	532.7	13094	２５〜２９歳	30	377.99	2008	1.2111182313361102
D 建設業	312.5	32.7	8.8	171	19	275.9	695.2	19136	３０〜３４歳	35	444.52	2008	1.424287087471964
D 建設業	350.2	37.4	11.4	171	16	316.4	824.2	20763	３５〜３９歳	40	502.66	2008	1.6105735341236782
D 建設業	370.7	42.5	12.9	171	12	345.8	881.4	14936	４０〜４４歳	45	532.98	2008	1.7077218840115347
D 建設業	387.7	47.5	15.9	172	11	364.2	793	15076	４５〜４９歳	50	544.54	2008	1.7447612944569046
D 建設業	396.3	52.5	19.2	170	9	376.2	814.4	16720	５０〜５４歳	55	557	2008	1.7846843960269143
D 建設業	391.7	57.6	21.1	169	8	375.5	822	18219	５５〜５９歳	60	552.24	2008	1.7694328740788208
D 建設業	320.2	62	17.8	168	7	306.2	531.1	9905	６０〜６４歳	65	437.35	2008	1.4013136815123357
D 建設業	233.4	23	2.2	172	15	209.1	284.1	6945	２０〜２４歳	25	308.49	2009	1
D 建設業	264.6	27.6	4.7	172	16	236.6	450.9	11916	２５〜２９歳	30	362.61	2009	1.175435184284742
D 建設業	301.5	32.6	8.4	172	16	270.7	571.8	15889	３０〜３４歳	35	418.98	2009	1.3581639599338715
D 建設業	346.2	37.5	10.8	169	16	312	740.8	19062	３５〜３９歳	40	489.52	2009	1.5868261531978345
D 建設業	375.7	42.4	13.3	171	12	348.4	849.5	14084	４０〜４４歳	45	535.79	2009	1.7368148076112677
D 建設業	391.6	47.5	15.1	171	9	370.8	874.9	14239	４５〜４９歳	50	557.41	2009	1.8068981166326297
D 建設業	398.4	52.5	18.2	170	8	381.2	872.4	14621	５０〜５４歳	55	565.32	2009	1.8325391422736557
D 建設業	400.2	57.6	20.4	168	6	384.8	835.3	17323	５５〜５９歳	60	563.77	2009	1.8275146682226326
D 建設業	309.1	62	16.8	168	5	299.4	472.3	9775	６０〜６４歳	65	418.15	2009	1.3554734351194526
D 建設業	223	22.9	2.6	169	17	198.1	338.3	7242	２０〜２４歳	25	301.43	2010	1
D 建設業	261.4	27.5	4.9	171	18	231.5	442.6	10949	２５〜２９歳	30	357.94	2010	1.1874730451514448
D 建設業	298.7	32.7	8.2	173	16	267.3	519.4	14043	３０〜３４歳	35	410.38	2010	1.3614437846266132
D 建設業	337.8	37.5	11.3	170	15	305.4	655	17799	３５〜３９歳	40	470.86	2010	1.5620873834721163
D 建設業	367.5	42.4	13.3	172	12	340.6	726.6	14468	４０〜４４歳	45	513.66	2010	1.7040772318614603
D 建設業	381.6	47.5	16.3	171	9	362	789.7	12719	４５〜４９歳	50	536.89	2010	1.7811432173307236
D 建設業	390	52.5	19.7	171	8	372.8	806.3	13963	５０〜５４歳	55	548.63	2010	1.8200909000431278
D 建設業	380.9	57.5	21.8	169	7	365.5	748.9	15319	５５〜５９歳	60	531.97	2010	1.7648210198055934
D 建設業	296.7	62	19.8	168	5	285.8	435.8	10083	６０〜６４歳	65	399.62	2010	1.3257472713399463
D 建設業	230.9	23	2.6	171	19	203.2	355.2	6601	２０〜２４歳	25	312.6	2011	1
D 建設業	270.1	27.5	5	172	21	233.1	511.1	10605	２５〜２９歳	30	375.23	2011	1.2003518873960333
D 建設業	299.3	32.6	8.6	173	17	266.7	566.6	13886	３０〜３４歳	35	415.82	2011	1.3301983365323096
D 建設業	340.6	37.5	11.4	172	17	305.5	706.3	18901	３５〜３９歳	40	479.35	2011	1.5334293026231605
D 建設業	370.7	42.4	14	172	14	341.5	790.5	16509	４０〜４４歳	45	523.89	2011	1.6759117082533588
D 建設業	384.2	47.5	16.7	172	11	361.9	856.5	13340	４５〜４９歳	50	546.69	2011	1.748848368522073
D 建設業	394.8	52.5	19.6	171	9	375.9	877.2	13784	５０〜５４歳	55	561.48	2011	1.7961612284069097
D 建設業	394.6	57.5	21.5	170	8	378.6	865.5	15136	５５〜５９歳	60	560.07	2011	1.791650671785029
D 建設業	307	62.3	19.3	169	6	295.3	469	10661	６０〜６４歳	65	415.3	2011	1.3285348688419705
D 建設業	236.9	22.9	2.6	171	18	210.5	310	8300	２０〜２４歳	25	315.28	2012	1
D 建設業	276.2	27.5	4.8	170	20	241.3	500.3	12291	２５〜２９歳	30	381.47	2012	1.2099403704643494
D 建設業	301.2	32.6	8	172	15	272.5	514.1	14854	３０〜３４歳	35	412.85	2012	1.3094709464602894
D 建設業	344.6	37.5	11.6	172	17	310	676.2	20668	３５〜３９歳	40	481.14	2012	1.526072062928191
D 建設業	364.9	42.4	13.8	171	13	337.9	777.2	20340	４０〜４４歳	45	515.6	2012	1.6353717330626747
D 建設業	386.1	47.4	16.2	172	10	363.4	827.7	14934	４５〜４９歳	50	546.09	2012	1.732079421466633
D 建設業	395.7	52.5	18.9	171	7	378.7	802	13717	５０〜５４歳	55	555.04	2012	1.760466886577011
D 建設業	380.9	57.6	21.7	170	6	366.8	774	16211	５５〜５９歳	60	534.48	2012	1.695255011418422
D 建設業	293.2	62.2	20	168	6	281.3	393.7	12177	６０〜６４歳	65	391.21	2012	1.2408335447855874
D 建設業	236	22.9	2.4	170	20	206.9	283.5	7891	２０〜２４歳	25	311.55	2013	1
D 建設業	280.2	27.5	4.7	169	23	237.1	545.6	11979	２５〜２９歳	30	390.8	2013	1.2543732948162414
D 建設業	300.6	32.6	7.7	171	18	266.5	577.9	14723	３０〜３４歳	35	418.51	2013	1.3433156796661851
D 建設業	339.4	37.6	11.2	170	18	303.4	681.5	19939	３５〜３９歳	40	475.43	2013	1.5260150858610175
D 建設業	368.3	42.4	14.4	168	14	336.7	866.9	22097	４０〜４４歳	45	528.65	2013	1.696838388701653
D 建設業	401.2	47.4	16.1	169	11	377.3	1015.1	16575	４５〜４９歳	50	582.95	2013	1.8711282298186487
D 建設業	408.2	52.6	19.4	169	8	390.5	1052.4	16880	５０〜５４歳	55	595.08	2013	1.9100625902744344
D 建設業	403.2	57.6	22.1	168	7	386.4	961.4	16512	５５〜５９歳	60	579.98	2013	1.8615952495586583
D 建設業	295.3	62.5	21.4	165	6	283.8	423.4	13335	６０〜６４歳	65	396.7	2013	1.2733108650296903
E 製造業	134.2	22.5	3.2	178	15	119.2	378.5	91006	２０〜２４歳	25	198.89	1981	1
E 製造業	171.7	27.6	6.7	176	19	149	566.7	100166	２５〜２９歳	30	262.71	1981	1.3208808889335815
E 製造業	208.5	32.5	9.9	177	20	180.9	716.1	124314	３０〜３４歳	35	321.81	1981	1.618030066871135
E 製造業	230	37.7	12.5	178	18	201.9	817.8	109030	３５〜３９歳	40	357.78	1981	1.798883805118407
E 製造業	230.8	42.5	13.7	180	15	206.4	842.1	112850	４０〜４４歳	45	361.17	1981	1.8159284026346223
E 製造業	224.1	47.4	14.8	181	14	202.5	811.7	100096	４５〜４９歳	50	350.09	1981	1.7602192166524209
E 製造業	223.5	52.3	16.8	181	13	202.9	806.4	70683	５０〜５４歳	55	348.84	1981	1.753934335562371
E 製造業	199.8	57.2	15.1	185	12	184.5	650.6	36102	５５〜５９歳	60	304.82	1981	1.5326059630951783
E 製造業	156.3	62.1	11.7	192	10	147.6	381.6	12417	６０〜６４歳	65	225.72	1981	1.1348986877168286
E 製造業	139.8	22.5	3	177	15	124.7	392.4	93438	２０〜２４歳	25	207	1982	1
E 製造業	179	27.5	6.4	176	19	156	584.5	94075	２５〜２９歳	30	273.25	1982	1.320048309178744
E 製造業	214.9	32.6	9.8	176	19	187	733	121901	３０〜３４歳	35	331.18	1982	1.5999033816425121
E 製造業	237.5	37.5	12.4	177	17	209.3	843.8	109820	３５〜３９歳	40	369.38	1982	1.7844444444444445
E 製造業	241.8	42.4	14	178	15	217.2	884.4	119283	４０〜４４歳	45	378.6	1982	1.828985507246377
E 製造業	235.1	47.4	15	180	13	213.4	852.2	104422	４５〜４９歳	50	367.34	1982	1.7745893719806762
E 製造業	232.9	52.3	16.9	180	13	212.5	845.8	75407	５０〜５４歳	55	364.06	1982	1.758743961352657
E 製造業	211.4	57.2	15.4	183	11	195.7	696.2	38874	５５〜５９歳	60	323.3	1982	1.5618357487922705
E 製造業	162.5	62.1	12	190	9	153.9	404	12630	６０〜６４歳	65	235.4	1982	1.1371980676328504
E 製造業	145.1	22.5	3.1	177	16	128	411.5	99254	２０〜２４歳	25	215.27	1983	1
E 製造業	183.6	27.5	6.3	177	20	158.9	597.4	91759	２５〜２９歳	30	280.06	1983	1.3009708737864076
E 製造業	220.8	32.7	9.9	177	20	191.4	748.6	117575	３０〜３４歳	35	339.82	1983	1.5785757420913271
E 製造業	244	37.4	12.4	178	18	214.7	861.7	114295	３５〜３９歳	40	378.97	1983	1.7604403772007247
E 製造業	251	42.4	14.3	179	15	225.3	916.3	121105	４０〜４４歳	45	392.83	1983	1.8248246388256606
E 製造業	245.5	47.4	15.4	180	14	222.6	890	109736	４５〜４９歳	50	383.6	1983	1.7819482510335858
E 製造業	241.6	52.3	17.1	180	13	220.7	870.2	80244	５０〜５４歳	55	376.94	1983	1.751010359083941
E 製造業	221.1	57.2	16.1	183	12	204.4	733.1	41657	５５〜５９歳	60	338.63	1983	1.5730478004366608
E 製造業	169.2	62.1	12.3	190	9	160.2	416.2	12373	６０〜６４歳	65	244.66	1983	1.1365262228828912
E 製造業	152	22.5	3	180	19	132	414.2	104050	２０〜２４歳	25	223.82	1984	1
E 製造業	191	27.5	6.1	179	23	162.6	598.9	91967	２５〜２９歳	30	289.09	1984	1.2916182646769725
E 製造業	229.5	32.7	9.9	179	22	195.7	749.8	109418	３０〜３４歳	35	350.38	1984	1.5654543829863283
E 製造業	253.4	37.3	12.4	180	20	219.6	861.8	117834	３５〜３９歳	40	390.26	1984	1.7436332767402376
E 製造業	264.1	42.5	14.6	181	17	234	934.9	126807	４０〜４４歳	45	410.41	1984	1.833660977571263
E 製造業	259.9	47.5	15.8	182	16	233	924.1	110579	４５〜４９歳	50	404.29	1984	1.806317576624073
E 製造業	252.5	52.3	17.3	183	15	227.8	875.5	83203	５０〜５４歳	55	390.55	1984	1.744928960772049
E 製造業	234.8	57.2	16.9	184	14	214.2	755.1	44350	５５〜５９歳	60	357.27	1984	1.5962380484317755
E 製造業	178.1	62.1	12.5	191	10	168.1	419.7	12820	６０〜６４歳	65	255.69	1984	1.1423912072200877
E 製造業	157.3	22.5	3	177	20	135.8	428	108746	２０〜２４歳	25	231.56	1985	1
E 製造業	197.7	27.4	5.9	177	23	167.1	625.1	92338	２５〜２９歳	30	299.75	1985	1.2944809120746243
E 製造業	235	32.6	9.8	177	23	199.4	775.2	103297	３０〜３４歳	35	359.52	1985	1.5525997581620314
E 製造業	260.4	37.3	12.4	178	21	224.8	893.9	124992	３５〜３９歳	40	401.87	1985	1.735489721886336
E 製造業	274.1	42.6	14.9	179	18	241.8	983.8	125028	４０〜４４歳	45	427.3	1985	1.8453100708239765
E 製造業	272.3	47.5	16.2	180	16	243.6	996	112334	４５〜４９歳	50	426.36	1985	1.841250647780273
E 製造業	263	52.4	17.5	181	15	237	932.8	87449	５０〜５４歳	55	408.88	1985	1.765762653307998
E 製造業	245.1	57.2	17.5	182	14	222.6	807.6	45126	５５〜５９歳	60	374.88	1985	1.618932458110209
E 製造業	186	62	12.9	188	10	174.8	439.5	13291	６０〜６４歳	65	267.15	1985	1.1536966660908619
E 製造業	160.2	22.5	3.1	177	18	139.7	451.6	108437	２０〜２４歳	25	237.4	1986	1
E 製造業	199.8	27.4	5.8	177	22	170.5	651	89168	２５〜２９歳	30	304.86	1986	1.284161752316765
E 製造業	236.5	32.6	9.9	177	21	202.9	805.1	94511	３０〜３４歳	35	364.31	1986	1.5345829823083403
E 製造業	262.9	37.5	12.7	178	19	229.7	930.4	127984	３５〜３９歳	40	408.52	1986	1.7208087615838246
E 製造業	278.7	42.7	15.3	179	16	248.9	1037.7	114309	４０〜４４歳	45	438.21	1986	1.845871946082561
E 製造業	279	47.4	16.7	180	14	252.6	1053.5	113201	４５〜４９歳	50	440.15	1986	1.8540438079191237
E 製造業	269	52.3	17.9	181	13	244.9	986.1	89566	５０〜５４歳	55	421.41	1986	1.775105307497894
E 製造業	252.6	57.2	18.1	182	13	231.5	866.1	46267	５５〜５９歳	60	389.73	1986	1.6416596461668072
E 製造業	192.2	62	13	190	9	181.6	473.4	12298	６０〜６４歳	65	277.98	1986	1.1709351305812974
E 製造業	162.5	22.5	3.2	177	19	141.6	452.5	109387	２０〜２４歳	25	240.25	1987	1
E 製造業	201.9	27.4	5.8	176	22	172.6	648.2	87856	２５〜２９歳	30	307.1	1987	1.278251821019771
E 製造業	238.6	32.6	9.7	177	21	205.1	791	87758	３０〜３４歳	35	365.42	1987	1.5209989594172737
E 製造業	265.2	37.6	12.9	177	19	232.1	917.2	121929	３５〜３９歳	40	409.96	1987	1.706389177939646
E 製造業	284.2	42.6	15.4	178	16	254.4	1032	108548	４０〜４４歳	45	444.24	1987	1.8490738813735692
E 製造業	289	47.4	17.2	179	14	261.8	1073	111708	４５〜４９歳	50	454.1	1987	1.8901144640998961
E 製造業	277.9	52.4	18.3	181	14	253.3	997.1	89147	５０〜５４歳	55	433.19	1987	1.803080124869927
E 製造業	259.7	57.2	18.3	183	13	237.7	862.4	47144	５５〜５９歳	60	397.88	1987	1.656108220603538
E 製造業	198.7	62.1	13.5	191	9	188.3	467.5	11228	６０〜６４歳	65	285.19	1987	1.1870551508844953
E 製造業	169.5	22.5	3.2	176	21	145.1	449.3	115115	２０〜２４歳	25	248.33	1988	1
E 製造業	211.5	27.4	5.8	175	25	177.8	656.9	96723	２５〜２９歳	30	319.49	1988	1.286554181935328
E 製造業	247.8	32.5	9.4	176	24	209.9	789.3	87735	３０〜３４歳	35	376.29	1988	1.5152820843232795
E 製造業	272.9	37.6	12.7	177	21	234.8	904.1	121738	３５〜３９歳	40	417.89	1988	1.6828011114243142
E 製造業	292.2	42.4	15.1	178	19	257.5	1021.7	118258	４０〜４４歳	45	452.81	1988	1.8234204485966254
E 製造業	300.4	47.4	17.2	178	17	268.2	1078.8	117751	４５〜４９歳	50	468.36	1988	1.886038738775017
E 製造業	291.8	52.3	18.5	179	16	262.6	1022.8	97184	５０〜５４歳	55	452.44	1988	1.8219304957113518
E 製造業	267.4	57.2	18.4	181	15	241.9	860.1	52342	５５〜５９歳	60	406.89	1988	1.6385052148350983
E 製造業	206.1	62.1	13.7	188	11	194	479.2	12548	６０〜６４歳	65	295.24	1988	1.1889018644545564
E 製造業	176.7	22.6	3.1	177	21	151	460.4	114092	２０〜２４歳	25	258.08	1989	1
E 製造業	219.9	27.3	5.8	176	25	183.7	683.6	99067	２５〜２９歳	30	332.24	1989	1.28735275883447
E 製造業	258.8	32.5	9.3	176	25	217.4	841.9	86023	３０〜３４歳	35	394.75	1989	1.5295644761314322
E 製造業	283.5	37.7	12.7	177	22	241.8	964.1	112105	３５〜３９歳	40	436.61	1989	1.6917622442653442
E 製造業	303.7	42.3	15.1	178	20	265.5	1096	119763	４０〜４４歳	45	474.04	1989	1.8367947923124615
E 製造業	313.6	47.4	17.4	178	18	278	1163.4	122413	４５〜４９歳	50	492.66	1989	1.9089429634221948
E 製造業	305.8	52.4	18.8	179	17	273.1	1113.3	97990	５０〜５４歳	55	478.29	1989	1.8532625542467454
E 製造業	279.9	57.2	18.7	180	16	251.3	943.7	56575	５５〜５９歳	60	430.25	1989	1.6671187228766275
E 製造業	214.9	62	13.7	187	12	200.4	529.1	13544	６０〜６４歳	65	310.79	1989	1.2042389956602606
E 製造業	186.6	22.6	3.1	176	21	159.4	495	114378	２０〜２４歳	25	273.42	1990	1
E 製造業	232.4	27.3	5.8	175	25	193.8	746.2	103246	２５〜２９歳	30	353.5	1990	1.2928827444956477
E 製造業	272.8	32.5	9.1	176	25	229.2	917.4	83523	３０〜３４歳	35	419.1	1990	1.532806671055519
E 製造業	298	37.7	12.7	177	22	254.3	1052	102033	３５〜３９歳	40	462.8	1990	1.6926340428644575
E 製造業	319	42.3	15.3	177	19	278.6	1189.8	123985	４０〜４４歳	45	501.78	1990	1.835198595567259
E 製造業	331.9	47.6	17.9	178	18	294.2	1279.4	118795	４５〜４９歳	50	526.22	1990	1.9245848877185283
E 製造業	327.8	52.4	19.5	179	17	292.8	1256.3	99429	５０〜５４歳	55	518.99	1990	1.8981420525199326
E 製造業	294.8	57.2	19.1	181	16	264.4	1031.5	60894	５５〜５９歳	60	456.91	1990	1.6710920927510788
E 製造業	221.7	62	13.9	186	12	206.3	566.3	14706	６０〜６４歳	65	322.67	1990	1.1801258137663668
E 製造業	195.3	22.6	3	172	19	168.4	537.1	117773	２０〜２４歳	25	288.07	1991	1
E 製造業	242.6	27.4	5.9	170	24	203.9	813.6	104937	２５〜２９歳	30	372.48	1991	1.2930190578678795
E 製造業	283.5	32.5	8.9	172	24	239.9	994.3	82936	３０〜３４歳	35	439.63	1991	1.526122123095081
E 製造業	310.1	37.6	12.8	172	21	266.5	1138.4	97149	３５〜３９歳	40	485.96	1991	1.6869510882771548
E 製造業	328.7	42.5	15.4	173	18	289.2	1279.1	132449	４０〜４４歳	45	522.35	1991	1.813274551324331
E 製造業	347.3	47.7	18.3	174	16	310.1	1414	112074	４５〜４９歳	50	558.16	1991	1.937584614850557
E 製造業	343.1	52.4	19.9	174	16	307.6	1379.4	102785	５０〜５４歳	55	549.66	1991	1.9080778977331898
E 製造業	307.4	57.2	19.7	176	15	277.8	1128.3	67294	５５〜５９歳	60	481.71	1991	1.6721977297184711
E 製造業	232	62	14.4	181	11	217.2	643.9	16922	６０〜６４歳	65	342.79	1991	1.1899538306661577
E 製造業	198.1	22.6	2.9	170	15	176	578.7	112202	２０〜２４歳	25	295.59	1992	1
E 製造業	244.2	27.4	5.8	169	19	212.1	856.7	101041	２５〜２９歳	30	378.71	1992	1.281200311241923
E 製造業	286.6	32.5	8.8	170	19	249.5	1048.6	79669	３０〜３４歳	35	448.78	1992	1.5182516323285633
E 製造業	310.9	37.6	12.5	171	16	275.1	1180.6	87835	３５〜３９歳	40	491.14	1992	1.6615582394532968
E 製造業	330.2	42.6	15.5	172	14	297.8	1329.6	125271	４０〜４４歳	45	529.2	1992	1.7903176697452556
E 製造業	348.7	47.5	18.1	172	13	318.7	1468.7	106722	４５〜４９歳	50	565.31	1992	1.912480124496769
E 製造業	348.3	52.4	20	173	12	319.1	1446.6	103075	５０〜５４歳	55	562.62	1992	1.9033796813153356
E 製造業	313.3	57.2	20.1	175	12	288.1	1182.5	70461	５５〜５９歳	60	494.21	1992	1.6719442470990225
E 製造業	238.1	62	14.7	181	9	225	671.5	18674	６０〜６４歳	65	352.87	1992	1.1937819276700836
E 製造業	199.3	22.6	3	164	13	178.8	582	111071	２０〜２４歳	25	297.36	1993	1
E 製造業	244.2	27.4	5.8	163	16	215.6	852.3	104734	２５〜２９歳	30	378.27	1993	1.272094430992736
E 製造業	289.3	32.5	8.9	164	17	255.6	1059.2	82823	３０〜３４歳	35	453.08	1993	1.523675006725854
E 製造業	313.2	37.6	12.1	165	14	281.3	1193.2	83697	３５〜３９歳	40	495.16	1993	1.6651869787463007
E 製造業	332	42.6	15.5	166	12	302.7	1315.9	119513	４０〜４４歳	45	529.99	1993	1.7823177293516277
E 製造業	351.1	47.4	17.9	167	11	324.7	1451.5	111283	４５〜４９歳	50	566.47	1993	1.9049973096583266
E 製造業	359.3	52.3	20.4	167	10	333.1	1487.2	104997	５０〜５４歳	55	579.88	1993	1.9500941619585686
E 製造業	326.6	57.3	20.7	168	10	303.1	1252.9	72373	５５〜５９歳	60	517.21	1993	1.7393395211191822
E 製造業	247.9	62	15.5	174	8	235.4	705	19542	６０〜６４歳	65	367.98	1993	1.2374899112187248
E 製造業	203.9	22.6	3.1	169	13	182.6	587.9	104734	２０〜２４歳	25	303.47	1994	1
E 製造業	249.1	27.4	5.8	168	16	219.7	847.7	102050	２５〜２９歳	30	383.69	1994	1.2643424391208355
E 製造業	296.9	32.4	9.1	168	17	261.5	1056.4	81125	３０〜３４歳	35	461.92	1994	1.5221273931525356
E 製造業	322	37.6	12.3	169	14	289.4	1179.3	79007	３５〜３９歳	40	504.33	1994	1.6618776155797934
E 製造業	338.2	42.7	15.8	170	12	309.2	1298.7	104061	４０〜４４歳	45	535.71	1994	1.7652815764325962
E 製造業	360.1	47.2	18.4	170	10	333.7	1432.8	109336	４５〜４９歳	50	575.4	1994	1.896068804165156
E 製造業	370.9	52.4	21.2	170	10	345.7	1486.2	103475	５０〜５４歳	55	593.7	1994	1.9563713052361025
E 製造業	341.6	57.3	21.8	171	10	318	1281.9	69386	５５〜５９歳	60	538.11	1994	1.773190101163212
E 製造業	256.2	62.1	15.7	176	8	243.2	679.5	16998	６０〜６４歳	65	375.39	1994	1.2369921244274555
E 製造業	207.1	22.7	3.2	170	15	183.5	566.7	109369	２０〜２４歳	25	305.19	1995	1
E 製造業	252.6	27.4	5.8	169	18	220.7	818.2	111127	２５〜２９歳	30	384.94	1995	1.2613126249221795
E 製造業	300.3	32.4	9.2	170	18	262.4	1020.6	90199	３０〜３４歳	35	462.42	1995	1.5151872603951637
E 製造業	329	37.5	12.1	171	16	292.5	1157.1	82339	３５〜３９歳	40	510.51	1995	1.6727612307087387
E 製造業	342.7	42.6	15.6	171	13	310.9	1246.5	104223	４０〜４４歳	45	535.89	1995	1.7559225400570135
E 製造業	363.6	47.3	18.4	171	11	335	1372.5	121562	４５〜４９歳	50	573.57	1995	1.8793866116189917
E 製造業	375.8	52.5	21.3	171	11	348.5	1427.3	108466	５０〜５４歳	55	593.69	1995	1.9453127559880732
E 製造業	345.7	57.4	21.8	171	11	320.6	1232.4	77812	５５〜５９歳	60	538.08	1995	1.7630983977194536
E 製造業	257.6	62.1	16.4	176	9	243.6	649.6	18928	６０〜６４歳	65	374.08	1995	1.2257282348700809
E 製造業	210.3	22.8	3.3	168	16	184.9	568.8	98308	２０〜２４歳	25	309.24	1996	1
E 製造業	255.9	27.4	6	167	19	222	829.7	109206	２５〜２９歳	30	390.05	1996	1.26131807010736
E 製造業	306.2	32.5	9.5	167	19	265.2	1044.9	89048	３０〜３４歳	35	471.93	1996	1.5260962359332557
E 製造業	338.2	37.5	12.2	168	17	299.3	1203.9	77113	３５〜３９歳	40	526.23	1996	1.7016880093131548
E 製造業	351.1	42.6	15.9	169	14	316.8	1293.3	93799	４０〜４４歳	45	550.65	1996	1.7806558013193634
E 製造業	370.2	47.5	18.9	169	12	338.9	1405.5	123748	４５〜４９歳	50	584.79	1996	1.891055490880869
E 製造業	385.1	52.6	21.9	169	11	355.9	1486.3	97046	５０〜５４歳	55	610.75	1996	1.9750032337343164
E 製造業	353.5	57.3	22.4	170	11	327	1256.2	76394	５５〜５９歳	60	549.82	1996	1.7779718018367612
E 製造業	260.8	62	16.6	176	9	245.7	652.9	18995	６０〜６４歳	65	378.25	1996	1.2231600051739748
E 製造業	216.6	22.8	3.3	167	18	187.4	557.5	90533	２０〜２４歳	25	315.67	1997	1
E 製造業	260.8	27.4	6.1	166	21	223.1	832.5	109723	２５〜２９歳	30	396.21	1997	1.255139861247505
E 製造業	313.9	32.5	9.6	166	22	267.3	1058.5	90385	３０〜３４歳	35	482.53	1997	1.5285899832103145
E 製造業	346	37.5	12.3	167	19	301.7	1222.2	79564	３５〜３９歳	40	537.42	1997	1.7024741027021888
E 製造業	358.5	42.6	15.8	167	16	319.7	1310.4	87410	４０〜４４歳	45	561.24	1997	1.7779326511863653
E 製造業	374.5	47.6	18.9	168	14	339	1420.7	120044	４５〜４９歳	50	591.47	1997	1.8736972154465106
E 製造業	392.6	52.5	21.8	168	12	360.1	1513.2	96998	５０〜５４歳	55	622.44	1997	1.9718059999366429
