qualification,country,people,year
文化活動,ブラジル,27,2012
文化活動,フランス,89,2012
文化活動,ベトナム,51,2012
文化活動,ペルー,5,2012
文化活動,マレーシア,24,2012
文化活動,ロシア,22,2012
文化活動,英国,33,2012
文化活動,韓国,250,2012
文化活動,中国,772,2012
文化活動,米国,169,2012
報道,インド,1,2012
報道,インドネシア,0,2012
報道,オーストラリア,5,2012
報道,カナダ,10,2012
報道,スリランカ,0,2012
報道,タイ,0,2012
報道,ネパール,0,2012
報道,パキスタン,0,2012
報道,バングラデシュ,1,2012
報道,フィリピン,1,2012
報道,ブラジル,2,2012
報道,フランス,19,2012
報道,ベトナム,7,2012
報道,ペルー,0,2012
報道,マレーシア,0,2012
報道,ロシア,10,2012
報道,英国,13,2012
報道,韓国,48,2012
報道,中国,30,2012
報道,米国,27,2012
法律・会計業務,インド,2,2012
法律・会計業務,インドネシア,0,2012
法律・会計業務,オーストラリア,11,2012
法律・会計業務,カナダ,6,2012
法律・会計業務,スリランカ,0,2012
法律・会計業務,タイ,0,2012
法律・会計業務,ネパール,0,2012
法律・会計業務,パキスタン,0,2012
法律・会計業務,バングラデシュ,0,2012
法律・会計業務,フィリピン,2,2012
法律・会計業務,ブラジル,0,2012
法律・会計業務,フランス,3,2012
法律・会計業務,ベトナム,0,2012
法律・会計業務,ペルー,0,2012
法律・会計業務,マレーシア,0,2012
法律・会計業務,ロシア,0,2012
法律・会計業務,英国,31,2012
法律・会計業務,韓国,6,2012
法律・会計業務,中国,5,2012
法律・会計業務,米国,82,2012
留学,インド,670,2012
留学,インドネシア,2917,2012
留学,オーストラリア,406,2012
留学,カナダ,359,2012
留学,スリランカ,1033,2012
留学,タイ,3212,2012
留学,ネパール,4793,2012
留学,パキスタン,215,2012
留学,バングラデシュ,1068,2012
留学,フィリピン,707,2012
留学,ブラジル,312,2012
留学,フランス,939,2012
留学,ベトナム,8811,2012
留学,ペルー,87,2012
留学,マレーシア,2483,2012
留学,ロシア,551,2012
留学,英国,539,2012
留学,韓国,18643,2012
留学,中国,113980,2012
留学,米国,2438,2012
医療,インド,0,2011
医療,インドネシア,2,2011
医療,オーストラリア,1,2011
医療,カナダ,2,2011
医療,スリランカ,1,2011
医療,タイ,2,2011
医療,ネパール,3,2011
医療,パキスタン,0,2011
医療,バングラデシュ,0,2011
医療,フィリピン,0,2011
医療,ブラジル,0,2011
医療,フランス,0,2011
医療,ベトナム,25,2011
医療,ペルー,1,2011
医療,マレーシア,4,2011
医療,ロシア,1,2011
医療,英国,1,2011
医療,韓国,22,2011
医療,中国,246,2011
医療,米国,7,2011
技術,インド,3175,2011
技術,インドネシア,542,2011
技術,オーストラリア,262,2011
技術,カナダ,231,2011
技術,スリランカ,452,2011
技術,タイ,254,2011
技術,ネパール,288,2011
技術,パキスタン,51,2011
技術,バングラデシュ,460,2011
技術,フィリピン,1923,2011
技術,ブラジル,46,2011
技術,フランス,539,2011
技術,ベトナム,2382,2011
技術,ペルー,12,2011
技術,マレーシア,613,2011
技術,ロシア,91,2011
技術,英国,404,2011
技術,韓国,5828,2011
技術,中国,22486,2011
技術,米国,764,2011
技能,インド,3586,2011
技能,インドネシア,185,2011
技能,オーストラリア,81,2011
技能,カナダ,40,2011
技能,スリランカ,180,2011
技能,タイ,1003,2011
技能,ネパール,5704,2011
技能,パキスタン,169,2011
技能,バングラデシュ,328,2011
技能,フィリピン,302,2011
技能,ブラジル,52,2011
技能,フランス,60,2011
技能,ベトナム,168,2011
技能,ペルー,23,2011
技能,マレーシア,41,2011
技能,ロシア,54,2011
技能,英国,59,2011
技能,韓国,1421,2011
技能,中国,17657,2011
技能,米国,111,2011
教育,インド,32,2011
教育,インドネシア,5,2011
教育,オーストラリア,770,2011
教育,カナダ,1046,2011
教育,スリランカ,8,2011
教育,タイ,2,2011
教育,ネパール,14,2011
教育,パキスタン,6,2011
教育,バングラデシュ,10,2011
教育,フィリピン,207,2011
教育,ブラジル,10,2011
教育,フランス,65,2011
教育,ベトナム,1,2011
教育,ペルー,8,2011
教育,マレーシア,4,2011
教育,ロシア,12,2011
教育,英国,1265,2011
教育,韓国,97,2011
教育,中国,103,2011
教育,米国,5203,2011
教授,インド,322,2011
教授,インドネシア,125,2011
教授,オーストラリア,227,2011
教授,カナダ,241,2011
教授,スリランカ,39,2011
教授,タイ,128,2011
教授,ネパール,61,2011
教授,パキスタン,35,2011
教授,バングラデシュ,195,2011
教授,フィリピン,80,2011
教授,ブラジル,32,2011
教授,フランス,230,2011
教授,ベトナム,117,2011
教授,ペルー,13,2011
教授,マレーシア,49,2011
教授,ロシア,134,2011
教授,英国,425,2011
教授,韓国,956,2011
教授,中国,2294,2011
教授,米国,981,2011
興行,インド,9,2011
興行,インドネシア,55,2011
興行,オーストラリア,71,2011
興行,カナダ,77,2011
興行,スリランカ,0,2011
興行,タイ,95,2011
興行,ネパール,1,2011
興行,パキスタン,8,2011
興行,バングラデシュ,1,2011
興行,フィリピン,4188,2011
興行,ブラジル,140,2011
興行,フランス,16,2011
興行,ベトナム,1,2011
興行,ペルー,3,2011
興行,マレーシア,8,2011
興行,ロシア,125,2011
興行,英国,66,2011
興行,韓国,313,2011
興行,中国,389,2011
興行,米国,334,2011
芸術,インド,1,2011
芸術,インドネシア,0,2011
芸術,オーストラリア,6,2011
芸術,カナダ,8,2011
芸術,スリランカ,0,2011
芸術,タイ,3,2011
芸術,ネパール,0,2011
芸術,パキスタン,0,2011
芸術,バングラデシュ,2,2011
芸術,フィリピン,2,2011
芸術,ブラジル,11,2011
芸術,フランス,17,2011
芸術,ベトナム,0,2011
芸術,ペルー,0,2011
芸術,マレーシア,1,2011
芸術,ロシア,25,2011
芸術,英国,6,2011
芸術,韓国,45,2011
芸術,中国,97,2011
芸術,米国,87,2011
研究,インド,129,2011
研究,インドネシア,32,2011
研究,オーストラリア,30,2011
研究,カナダ,22,2011
研究,スリランカ,7,2011
研究,タイ,41,2011
研究,ネパール,18,2011
研究,パキスタン,9,2011
研究,バングラデシュ,49,2011
研究,フィリピン,44,2011
研究,ブラジル,12,2011
研究,フランス,83,2011
研究,ベトナム,42,2011
研究,ペルー,3,2011
研究,マレーシア,21,2011
研究,ロシア,45,2011
研究,英国,55,2011
研究,韓国,232,2011
研究,中国,790,2011
研究,米国,92,2011
研修・技能実習,インド,144,2011
研修・技能実習,インドネシア,8276,2011
研修・技能実習,オーストラリア,0,2011
研修・技能実習,カナダ,3,2011
研修・技能実習,スリランカ,167,2011
研修・技能実習,タイ,3414,2011
研修・技能実習,ネパール,275,2011
研修・技能実習,パキスタン,19,2011
研修・技能実習,バングラデシュ,34,2011
研修・技能実習,フィリピン,8541,2011
研修・技能実習,ブラジル,78,2011
研修・技能実習,フランス,1,2011
研修・技能実習,ベトナム,13782,2011
研修・技能実習,ペルー,40,2011
研修・技能実習,マレーシア,194,2011
研修・技能実習,ロシア,6,2011
研修・技能実習,英国,7,2011
研修・技能実習,韓国,71,2011
研修・技能実習,中国,108876,2011
研修・技能実習,米国,15,2011
宗教,インド,62,2011
宗教,インドネシア,51,2011
宗教,オーストラリア,80,2011
宗教,カナダ,123,2011
宗教,スリランカ,28,2011
宗教,タイ,83,2011
宗教,ネパール,1,2011
宗教,パキスタン,13,2011
宗教,バングラデシュ,5,2011
宗教,フィリピン,228,2011
宗教,ブラジル,92,2011
宗教,フランス,26,2011
宗教,ベトナム,157,2011
宗教,ペルー,6,2011
宗教,マレーシア,3,2011
宗教,ロシア,4,2011
宗教,英国,64,2011
宗教,韓国,977,2011
宗教,中国,129,2011
宗教,米国,1365,2011
人文知識・国際業務,インド,741,2011
人文知識・国際業務,インドネシア,297,2011
人文知識・国際業務,オーストラリア,1497,2011
人文知識・国際業務,カナダ,1694,2011
人文知識・国際業務,スリランカ,1027,2011
人文知識・国際業務,タイ,459,2011
人文知識・国際業務,ネパール,499,2011
人文知識・国際業務,パキスタン,1031,2011
人文知識・国際業務,バングラデシュ,589,2011
人文知識・国際業務,フィリピン,920,2011
人文知識・国際業務,ブラジル,73,2011
人文知識・国際業務,フランス,917,2011
人文知識・国際業務,ベトナム,639,2011
人文知識・国際業務,ペルー,12,2011
人文知識・国際業務,マレーシア,346,2011
人文知識・国際業務,ロシア,604,2011
人文知識・国際業務,英国,2560,2011
人文知識・国際業務,韓国,9166,2011
人文知識・国際業務,中国,34446,2011
人文知識・国際業務,米国,6091,2011
投資・経営,インド,320,2011
投資・経営,インドネシア,19,2011
投資・経営,オーストラリア,214,2011
投資・経営,カナダ,129,2011
投資・経営,スリランカ,281,2011
投資・経営,タイ,93,2011
投資・経営,ネパール,430,2011
投資・経営,パキスタン,627,2011
投資・経営,バングラデシュ,181,2011
投資・経営,フィリピン,41,2011
投資・経営,ブラジル,28,2011
投資・経営,フランス,248,2011
投資・経営,ベトナム,22,2011
投資・経営,ペルー,4,2011
投資・経営,マレーシア,63,2011
投資・経営,ロシア,143,2011
投資・経営,英国,292,2011
投資・経営,韓国,2872,2011
投資・経営,中国,3974,2011
投資・経営,米国,844,2011
特定活動,インド,251,2011
特定活動,インドネシア,986,2011
特定活動,オーストラリア,619,2011
特定活動,カナダ,220,2011
特定活動,スリランカ,332,2011
特定活動,タイ,2287,2011
特定活動,ネパール,394,2011
特定活動,パキスタン,256,2011
特定活動,バングラデシュ,240,2011
特定活動,フィリピン,2372,2011
特定活動,ブラジル,114,2011
特定活動,フランス,466,2011
特定活動,ベトナム,378,2011
特定活動,ペルー,150,2011
特定活動,マレーシア,31,2011
特定活動,ロシア,58,2011
特定活動,英国,331,2011
特定活動,韓国,4444,2011
特定活動,中国,5374,2011
特定活動,米国,118,2011
文化活動,インド,32,2011
文化活動,インドネシア,47,2011
文化活動,オーストラリア,25,2011
文化活動,カナダ,19,2011
文化活動,スリランカ,17,2011
文化活動,タイ,64,2011
文化活動,ネパール,14,2011
文化活動,パキスタン,13,2011
文化活動,バングラデシュ,37,2011
文化活動,フィリピン,18,2011
文化活動,ブラジル,15,2011
文化活動,フランス,63,2011
文化活動,ベトナム,41,2011
文化活動,ペルー,1,2011
文化活動,マレーシア,36,2011
文化活動,ロシア,31,2011
文化活動,英国,31,2011
文化活動,韓国,295,2011
文化活動,中国,749,2011
文化活動,米国,195,2011
報道,インド,1,2011
報道,インドネシア,0,2011
報道,オーストラリア,5,2011
報道,カナダ,7,2011
報道,スリランカ,0,2011
報道,タイ,0,2011
報道,ネパール,0,2011
報道,パキスタン,0,2011
報道,バングラデシュ,0,2011
報道,フィリピン,1,2011
報道,ブラジル,2,2011
報道,フランス,19,2011
報道,ベトナム,7,2011
報道,ペルー,0,2011
報道,マレーシア,0,2011
報道,ロシア,12,2011
報道,英国,17,2011
報道,韓国,51,2011
報道,中国,21,2011
報道,米国,31,2011
法律・会計業務,インド,1,2011
法律・会計業務,インドネシア,0,2011
法律・会計業務,オーストラリア,11,2011
法律・会計業務,カナダ,7,2011
法律・会計業務,スリランカ,0,2011
法律・会計業務,タイ,0,2011
法律・会計業務,ネパール,0,2011
法律・会計業務,パキスタン,0,2011
法律・会計業務,バングラデシュ,0,2011
法律・会計業務,フィリピン,2,2011
法律・会計業務,ブラジル,0,2011
法律・会計業務,フランス,3,2011
法律・会計業務,ベトナム,0,2011
法律・会計業務,ペルー,0,2011
法律・会計業務,マレーシア,0,2011
法律・会計業務,ロシア,0,2011
法律・会計業務,英国,33,2011
法律・会計業務,韓国,6,2011
法律・会計業務,中国,6,2011
法律・会計業務,米国,88,2011
留学,インド,685,2011
留学,インドネシア,2791,2011
留学,オーストラリア,414,2011
留学,カナダ,414,2011
留学,スリランカ,1184,2011
留学,タイ,3315,2011
留学,ネパール,3589,2011
留学,パキスタン,197,2011
留学,バングラデシュ,1387,2011
留学,フィリピン,677,2011
留学,ブラジル,322,2011
留学,フランス,887,2011
留学,ベトナム,5767,2011
留学,ペルー,91,2011
留学,マレーシア,2591,2011
留学,ロシア,508,2011
留学,英国,614,2011
留学,韓国,21678,2011
留学,中国,127435,2011
留学,米国,2527,2011
医療,インド,0,2010
医療,インドネシア,2,2010
医療,オーストラリア,1,2010
医療,カナダ,1,2010
医療,スリランカ,1,2010
医療,タイ,2,2010
医療,ネパール,2,2010
医療,パキスタン,0,2010
医療,バングラデシュ,0,2010
医療,フィリピン,0,2010
医療,ブラジル,0,2010
医療,フランス,0,2010
医療,ベトナム,33,2010
医療,ペルー,0,2010
医療,マレーシア,6,2010
医療,ロシア,0,2010
医療,英国,1,2010
医療,韓国,23,2010
医療,中国,187,2010
医療,米国,4,2010
技術,インド,3515,2010
技術,インドネシア,437,2010
技術,オーストラリア,267,2010
技術,カナダ,248,2010
技術,スリランカ,431,2010
技術,タイ,232,2010
技術,ネパール,286,2010
技術,パキスタン,51,2010
技術,バングラデシュ,466,2010
技術,フィリピン,1968,2010
技術,ブラジル,47,2010
技術,フランス,588,2010
技術,ベトナム,2183,2010
技術,ペルー,10,2010
技術,マレーシア,595,2010
技術,ロシア,115,2010
技術,英国,395,2010
技術,韓国,7050,2010
技術,中国,25105,2010
技術,米国,789,2010
技能,インド,3465,2010
技能,インドネシア,193,2010
技能,オーストラリア,93,2010
技能,カナダ,41,2010
技能,スリランカ,181,2010
技能,タイ,1021,2010
技能,ネパール,5283,2010
技能,パキスタン,161,2010
技能,バングラデシュ,367,2010
技能,フィリピン,283,2010
技能,ブラジル,65,2010
技能,フランス,65,2010
技能,ベトナム,183,2010
技能,ペルー,18,2010
技能,マレーシア,43,2010
技能,ロシア,63,2010
技能,英国,68,2010
技能,韓国,1510,2010
技能,中国,16350,2010
技能,米国,130,2010
教育,インド,37,2010
教育,インドネシア,3,2010
教育,オーストラリア,838,2010
教育,カナダ,1052,2010
教育,スリランカ,6,2010
教育,タイ,0,2010
教育,ネパール,14,2010
教育,パキスタン,5,2010
教育,バングラデシュ,10,2010
教育,フィリピン,159,2010
教育,ブラジル,8,2010
教育,フランス,72,2010
教育,ベトナム,1,2010
教育,ペルー,8,2010
教育,マレーシア,5,2010
教育,ロシア,11,2010
教育,英国,1246,2010
教育,韓国,90,2010
教育,中国,101,2010
教育,米国,5166,2010
教授,インド,324,2010
教授,インドネシア,117,2010
教授,オーストラリア,246,2010
教授,カナダ,250,2010
教授,スリランカ,45,2010
教授,タイ,132,2010
教授,ネパール,56,2010
教授,パキスタン,37,2010
教授,バングラデシュ,207,2010
教授,フィリピン,76,2010
教授,ブラジル,35,2010
教授,フランス,226,2010
教授,ベトナム,103,2010
教授,ペルー,10,2010
教授,マレーシア,44,2010
教授,ロシア,142,2010
教授,英国,411,2010
教授,韓国,1009,2010
教授,中国,2339,2010
教授,米国,1017,2010
興行,インド,13,2010
興行,インドネシア,203,2010
興行,オーストラリア,88,2010
興行,カナダ,51,2010
興行,スリランカ,0,2010
興行,タイ,136,2010
興行,ネパール,1,2010
興行,パキスタン,7,2010
興行,バングラデシュ,2,2010
興行,フィリピン,6319,2010
興行,ブラジル,159,2010
興行,フランス,19,2010
興行,ベトナム,2,2010
興行,ペルー,2,2010
興行,マレーシア,24,2010
興行,ロシア,268,2010
興行,英国,62,2010
興行,韓国,374,2010
興行,中国,671,2010
興行,米国,318,2010
芸術,インド,1,2010
芸術,インドネシア,0,2010
芸術,オーストラリア,6,2010
芸術,カナダ,10,2010
芸術,スリランカ,0,2010
芸術,タイ,3,2010
芸術,ネパール,0,2010
芸術,パキスタン,0,2010
芸術,バングラデシュ,1,2010
芸術,フィリピン,2,2010
芸術,ブラジル,11,2010
芸術,フランス,15,2010
芸術,ベトナム,1,2010
芸術,ペルー,0,2010
芸術,マレーシア,1,2010
芸術,ロシア,29,2010
芸術,英国,7,2010
芸術,韓国,46,2010
芸術,中国,108,2010
芸術,米国,86,2010
研究,インド,136,2010
研究,インドネシア,39,2010
研究,オーストラリア,29,2010
研究,カナダ,27,2010
研究,スリランカ,7,2010
研究,タイ,46,2010
研究,ネパール,18,2010
研究,パキスタン,6,2010
研究,バングラデシュ,51,2010
研究,フィリピン,42,2010
研究,ブラジル,14,2010
研究,フランス,103,2010
研究,ベトナム,40,2010
研究,ペルー,0,2010
研究,マレーシア,21,2010
研究,ロシア,52,2010
研究,英国,45,2010
研究,韓国,232,2010
研究,中国,894,2010
研究,米国,83,2010
研修・技能実習,インド,184,2010
研修・技能実習,インドネシア,6086,2010
研修・技能実習,オーストラリア,4,2010
研修・技能実習,カナダ,3,2010
研修・技能実習,スリランカ,133,2010
研修・技能実習,タイ,2419,2010
研修・技能実習,ネパール,97,2010
研修・技能実習,パキスタン,17,2010
研修・技能実習,バングラデシュ,37,2010
研修・技能実習,フィリピン,6330,2010
研修・技能実習,ブラジル,68,2010
研修・技能実習,フランス,2,2010
研修・技能実習,ベトナム,8585,2010
研修・技能実習,ペルー,28,2010
研修・技能実習,マレーシア,161,2010
研修・技能実習,ロシア,19,2010
研修・技能実習,英国,7,2010
研修・技能実習,韓国,87,2010
研修・技能実習,中国,83926,2010
研修・技能実習,米国,22,2010
宗教,インド,64,2010
宗教,インドネシア,53,2010
宗教,オーストラリア,75,2010
宗教,カナダ,131,2010
宗教,スリランカ,22,2010
宗教,タイ,91,2010
宗教,ネパール,2,2010
宗教,パキスタン,11,2010
宗教,バングラデシュ,2,2010
宗教,フィリピン,225,2010
宗教,ブラジル,112,2010
宗教,フランス,28,2010
宗教,ベトナム,145,2010
宗教,ペルー,8,2010
宗教,マレーシア,4,2010
宗教,ロシア,3,2010
宗教,英国,74,2010
宗教,韓国,1011,2010
宗教,中国,129,2010
宗教,米国,1410,2010
人文知識・国際業務,インド,808,2010
人文知識・国際業務,インドネシア,253,2010
人文知識・国際業務,オーストラリア,1713,2010
人文知識・国際業務,カナダ,1980,2010
人文知識・国際業務,スリランカ,972,2010
人文知識・国際業務,タイ,432,2010
人文知識・国際業務,ネパール,408,2010
人文知識・国際業務,パキスタン,836,2010
人文知識・国際業務,バングラデシュ,565,2010
人文知識・国際業務,フィリピン,940,2010
人文知識・国際業務,ブラジル,82,2010
人文知識・国際業務,フランス,964,2010
人文知識・国際業務,ベトナム,550,2010
人文知識・国際業務,ペルー,14,2010
人文知識・国際業務,マレーシア,374,2010
人文知識・国際業務,ロシア,615,2010
人文知識・国際業務,英国,2785,2010
人文知識・国際業務,韓国,9233,2010
人文知識・国際業務,中国,34433,2010
人文知識・国際業務,米国,6313,2010
投資・経営,インド,319,2010
投資・経営,インドネシア,19,2010
投資・経営,オーストラリア,228,2010
投資・経営,カナダ,131,2010
投資・経営,スリランカ,234,2010
投資・経営,タイ,88,2010
投資・経営,ネパール,373,2010
投資・経営,パキスタン,571,2010
投資・経営,バングラデシュ,147,2010
投資・経営,フィリピン,43,2010
投資・経営,ブラジル,28,2010
投資・経営,フランス,281,2010
投資・経営,ベトナム,20,2010
投資・経営,ペルー,5,2010
投資・経営,マレーシア,59,2010
投資・経営,ロシア,128,2010
投資・経営,英国,334,2010
投資・経営,韓国,2723,2010
投資・経営,中国,3300,2010
投資・経営,米国,918,2010
特定活動,インド,401,2010
特定活動,インドネシア,3736,2010
特定活動,オーストラリア,741,2010
特定活動,カナダ,280,2010
特定活動,スリランカ,271,2010
特定活動,タイ,1110,2010
特定活動,ネパール,234,2010
特定活動,パキスタン,156,2010
特定活動,バングラデシュ,173,2010
特定活動,フィリピン,5291,2010
特定活動,ブラジル,121,2010
特定活動,フランス,594,2010
特定活動,ベトナム,4456,2010
特定活動,ペルー,172,2010
特定活動,マレーシア,55,2010
特定活動,ロシア,79,2010
特定活動,英国,430,2010
特定活動,韓国,5820,2010
特定活動,中国,44328,2010
特定活動,米国,140,2010
文化活動,インド,27,2010
文化活動,インドネシア,61,2010
文化活動,オーストラリア,27,2010
文化活動,カナダ,44,2010
文化活動,スリランカ,22,2010
文化活動,タイ,73,2010
文化活動,ネパール,13,2010
文化活動,パキスタン,12,2010
文化活動,バングラデシュ,34,2010
文化活動,フィリピン,19,2010
文化活動,ブラジル,9,2010
文化活動,フランス,109,2010
文化活動,ベトナム,35,2010
文化活動,ペルー,1,2010
文化活動,マレーシア,21,2010
文化活動,ロシア,27,2010
文化活動,英国,38,2010
文化活動,韓国,335,2010
文化活動,中国,902,2010
文化活動,米国,224,2010
報道,インド,1,2010
報道,インドネシア,0,2010
報道,オーストラリア,7,2010
報道,カナダ,10,2010
報道,スリランカ,0,2010
報道,タイ,0,2010
報道,ネパール,0,2010
報道,パキスタン,2,2010
報道,バングラデシュ,0,2010
報道,フィリピン,1,2010
報道,ブラジル,4,2010
報道,フランス,24,2010
報道,ベトナム,7,2010
報道,ペルー,0,2010
報道,マレーシア,0,2010
報道,ロシア,12,2010
報道,英国,24,2010
報道,韓国,54,2010
報道,中国,12,2010
報道,米国,39,2010
法律・会計業務,インド,1,2010
法律・会計業務,インドネシア,0,2010
法律・会計業務,オーストラリア,12,2010
法律・会計業務,カナダ,6,2010
法律・会計業務,スリランカ,0,2010
法律・会計業務,タイ,0,2010
法律・会計業務,ネパール,0,2010
法律・会計業務,パキスタン,0,2010
法律・会計業務,バングラデシュ,0,2010
法律・会計業務,フィリピン,0,2010
法律・会計業務,ブラジル,0,2010
法律・会計業務,フランス,3,2010
法律・会計業務,ベトナム,0,2010
法律・会計業務,ペルー,0,2010
法律・会計業務,マレーシア,0,2010
法律・会計業務,ロシア,0,2010
法律・会計業務,英国,38,2010
法律・会計業務,韓国,6,2010
法律・会計業務,中国,6,2010
法律・会計業務,米国,93,2010
留学,インド,707,2010
留学,インドネシア,2725,2010
留学,オーストラリア,461,2010
留学,カナダ,476,2010
留学,スリランカ,1306,2010
留学,タイ,3542,2010
留学,ネパール,3022,2010
留学,パキスタン,188,2010
留学,バングラデシュ,1715,2010
留学,フィリピン,713,2010
留学,ブラジル,377,2010
留学,フランス,934,2010
留学,ベトナム,5147,2010
留学,ペルー,111,2010
留学,マレーシア,2676,2010
留学,ロシア,506,2010
留学,英国,635,2010
留学,韓国,27066,2010
留学,中国,134483,2010
留学,米国,2660,2010
医療,インド,0,2009
医療,インドネシア,2,2009
医療,オーストラリア,0,2009
医療,カナダ,1,2009
医療,スリランカ,1,2009
医療,タイ,1,2009
医療,ネパール,4,2009
医療,パキスタン,0,2009
医療,バングラデシュ,0,2009
医療,フィリピン,0,2009
医療,ブラジル,0,2009
医療,フランス,0,2009
医療,ベトナム,41,2009
医療,ペルー,0,2009
医療,マレーシア,8,2009
医療,ロシア,0,2009
医療,英国,3,2009
医療,韓国,21,2009
医療,中国,134,2009
医療,米国,4,2009
技術,インド,3925,2009
技術,インドネシア,455,2009
技術,オーストラリア,299,2009
技術,カナダ,268,2009
技術,スリランカ,414,2009
技術,タイ,255,2009
技術,ネパール,280,2009
技術,パキスタン,51,2009
技術,バングラデシュ,472,2009
技術,フィリピン,2118,2009
技術,ブラジル,54,2009
技術,フランス,621,2009
技術,ベトナム,2188,2009
技術,ペルー,10,2009
技術,マレーシア,610,2009
技術,ロシア,129,2009
技術,英国,415,2009
技術,韓国,8015,2009
技術,中国,27166,2009
技術,米国,833,2009
技能,インド,3224,2009
技能,インドネシア,203,2009
技能,オーストラリア,91,2009
技能,カナダ,49,2009
技能,スリランカ,195,2009
技能,タイ,994,2009
技能,ネパール,4970,2009
技能,パキスタン,160,2009
技能,バングラデシュ,418,2009
技能,フィリピン,278,2009
技能,ブラジル,72,2009
技能,フランス,77,2009
技能,ベトナム,175,2009
技能,ペルー,16,2009
技能,マレーシア,47,2009
技能,ロシア,72,2009
技能,英国,89,2009
技能,韓国,1592,2009
技能,中国,15595,2009
技能,米国,126,2009
教育,インド,33,2009
教育,インドネシア,2,2009
教育,オーストラリア,837,2009
教育,カナダ,1120,2009
教育,スリランカ,2,2009
教育,タイ,0,2009
教育,ネパール,7,2009
教育,パキスタン,3,2009
教育,バングラデシュ,6,2009
教育,フィリピン,117,2009
教育,ブラジル,9,2009
教育,フランス,73,2009
教育,ベトナム,1,2009
教育,ペルー,8,2009
教育,マレーシア,5,2009
教育,ロシア,11,2009
教育,英国,1249,2009
教育,韓国,94,2009
教育,中国,104,2009
教育,米国,5306,2009
教授,インド,312,2009
教授,インドネシア,114,2009
教授,オーストラリア,256,2009
教授,カナダ,281,2009
教授,スリランカ,46,2009
教授,タイ,126,2009
教授,ネパール,46,2009
教授,パキスタン,42,2009
教授,バングラデシュ,235,2009
教授,フィリピン,81,2009
教授,ブラジル,37,2009
教授,フランス,209,2009
教授,ベトナム,102,2009
教授,ペルー,6,2009
教授,マレーシア,37,2009
教授,ロシア,145,2009
教授,英国,418,2009
教授,韓国,1025,2009
教授,中国,2440,2009
教授,米国,1101,2009
興行,インド,16,2009
興行,インドネシア,218,2009
興行,オーストラリア,111,2009
興行,カナダ,94,2009
興行,スリランカ,1,2009
興行,タイ,174,2009
興行,ネパール,3,2009
興行,パキスタン,6,2009
興行,バングラデシュ,3,2009
興行,フィリピン,7465,2009
興行,ブラジル,197,2009
興行,フランス,33,2009
興行,ベトナム,3,2009
興行,ペルー,2,2009
興行,マレーシア,16,2009
興行,ロシア,333,2009
興行,英国,65,2009
興行,韓国,363,2009
興行,中国,778,2009
興行,米国,310,2009
芸術,インド,2,2009
芸術,インドネシア,0,2009
芸術,オーストラリア,5,2009
芸術,カナダ,9,2009
芸術,スリランカ,0,2009
芸術,タイ,2,2009
芸術,ネパール,0,2009
芸術,パキスタン,0,2009
芸術,バングラデシュ,0,2009
芸術,フィリピン,3,2009
芸術,ブラジル,12,2009
芸術,フランス,9,2009
芸術,ベトナム,1,2009
芸術,ペルー,0,2009
芸術,マレーシア,1,2009
芸術,ロシア,33,2009
芸術,英国,13,2009
芸術,韓国,43,2009
芸術,中国,117,2009
芸術,米国,86,2009
研究,インド,150,2009
研究,インドネシア,38,2009
研究,オーストラリア,31,2009
研究,カナダ,28,2009
研究,スリランカ,9,2009
研究,タイ,57,2009
研究,ネパール,18,2009
研究,パキスタン,4,2009
研究,バングラデシュ,65,2009
研究,フィリピン,47,2009
研究,ブラジル,13,2009
研究,フランス,96,2009
研究,ベトナム,36,2009
研究,ペルー,0,2009
研究,マレーシア,20,2009
研究,ロシア,63,2009
研究,英国,38,2009
研究,韓国,258,2009
研究,中国,936,2009
研究,米国,87,2009
研修・技能実習,インド,0,2009
研修・技能実習,インドネシア,0,2009
研修・技能実習,オーストラリア,0,2009
研修・技能実習,カナダ,0,2009
研修・技能実習,スリランカ,0,2009
研修・技能実習,タイ,0,2009
研修・技能実習,ネパール,0,2009
研修・技能実習,パキスタン,0,2009
研修・技能実習,バングラデシュ,0,2009
研修・技能実習,フィリピン,0,2009
研修・技能実習,ブラジル,0,2009
研修・技能実習,フランス,0,2009
研修・技能実習,ベトナム,0,2009
研修・技能実習,ペルー,0,2009
研修・技能実習,マレーシア,0,2009
研修・技能実習,ロシア,0,2009
研修・技能実習,英国,0,2009
研修・技能実習,韓国,0,2009
研修・技能実習,中国,0,2009
研修・技能実習,米国,0,2009
宗教,インド,61,2009
宗教,インドネシア,45,2009
宗教,オーストラリア,76,2009
宗教,カナダ,136,2009
宗教,スリランカ,24,2009
宗教,タイ,99,2009
宗教,ネパール,2,2009
宗教,パキスタン,7,2009
宗教,バングラデシュ,2,2009
宗教,フィリピン,236,2009
宗教,ブラジル,110,2009
宗教,フランス,31,2009
宗教,ベトナム,136,2009
宗教,ペルー,8,2009
宗教,マレーシア,3,2009
宗教,ロシア,3,2009
宗教,英国,69,2009
宗教,韓国,1049,2009
宗教,中国,120,2009
宗教,米国,1552,2009
人文知識・国際業務,インド,829,2009
人文知識・国際業務,インドネシア,239,2009
人文知識・国際業務,オーストラリア,2079,2009
人文知識・国際業務,カナダ,2329,2009
人文知識・国際業務,スリランカ,873,2009
人文知識・国際業務,タイ,413,2009
人文知識・国際業務,ネパール,356,2009
人文知識・国際業務,パキスタン,728,2009
